1) a = -9 | b = -9 | c = 0
44568) a = 5 | b = 4.1 | c = 0

44569) a = 5 | b = 4.3 | c = 0

44570) a = 5 | b = 4.5 | c = -8.1

44571) a = 5 | b = 4.5 | c = -6.8

44572) a = 5 | b = 4.5 | c = -5.6

44573) a = 5 | b = 4.5 | c = -4.5

44574) a = 5 | b = 4.5 | c = -3.5

44575) a = 5 | b = 4.5 | c = -2.6

44576) a = 5 | b = 4.5 | c = -1.8

44577) a = 5 | b = 4.5 | c = -1.1

44578) a = 5 | b = 4.5 | c = -0.5

44579) a = 5 | b = 4.5 | c = 0

44580) a = 5 | b = 4.5 | c = 0.4

44581) a = 5 | b = 4.5 | c = 0.7

44582) a = 5 | b = 4.5 | c = 0.9

44583) a = 5 | b = 4.5 | c = 1

44584) a = 5 | b = 4.7 | c = -4.2

44585) a = 5 | b = 4.8 | c = 0

44586) a = 5 | b = 4.9 | c = -3.7

44587) a = 5 | b = 5 | c = -7.2

44588) a = 5 | b = 5 | c = -4.8

44589) a = 5 | b = 5 | c = -2.8

44590) a = 5 | b = 5 | c = -1.2

44591) a = 5 | b = 5 | c = 0

44592) a = 5 | b = 5 | c = 0.8

44593) a = 5 | b = 5 | c = 1.2

44594) a = 5 | b = 5.1 | c = -3.8

44595) a = 5 | b = 5.1 | c = 0

44596) a = 5 | b = 5.2 | c = 0

44597) a = 5 | b = 5.3 | c = 0

44598) a = 5 | b = 5.4 | c = 0

44599) a = 5 | b = 5.5 | c = -9

44600) a = 5 | b = 5.5 | c = -7.6

44601) a = 5 | b = 5.5 | c = -6.3

44602) a = 5 | b = 5.5 | c = -5.1

44603) a = 5 | b = 5.5 | c = -4

44604) a = 5 | b = 5.5 | c = -3

44605) a = 5 | b = 5.5 | c = -2.1

44606) a = 5 | b = 5.5 | c = -1.3

44607) a = 5 | b = 5.5 | c = -0.6

44608) a = 5 | b = 5.5 | c = 0

44609) a = 5 | b = 5.5 | c = 0.5

44610) a = 5 | b = 5.5 | c = 0.9

44611) a = 5 | b = 5.5 | c = 1.2

44612) a = 5 | b = 5.5 | c = 1.4

44613) a = 5 | b = 5.5 | c = 1.5

44614) a = 5 | b = 5.8 | c = 0

44615) a = 5 | b = 5.9 | c = -8.2

44616) a = 5 | b = 6 | c = -8

44617) a = 5 | b = 6 | c = -5.4

44618) a = 5 | b = 6 | c = -3.2

44619) a = 5 | b = 6 | c = -1.4

44620) a = 5 | b = 6 | c = 0

44621) a = 5 | b = 6 | c = 1

44622) a = 5 | b = 6 | c = 1.6

44623) a = 5 | b = 6 | c = 1.8

44624) a = 5 | b = 6.1 | c = -4.3

44625) a = 5 | b = 6.1 | c = 0

44626) a = 5 | b = 6.2 | c = -7.6

44627) a = 5 | b = 6.2 | c = 0

44628) a = 5 | b = 6.3 | c = -7.4

44629) a = 5 | b = 6.3 | c = 0

44630) a = 5 | b = 6.4 | c = -7.2

44631) a = 5 | b = 6.4 | c = 0

44632) a = 5 | b = 6.5 | c = -8.4

44633) a = 5 | b = 6.5 | c = -7

44634) a = 5 | b = 6.5 | c = -5.7

44635) a = 5 | b = 6.5 | c = -4.5

44636) a = 5 | b = 6.5 | c = -3.4

44637) a = 5 | b = 6.5 | c = -2.4

44638) a = 5 | b = 6.5 | c = -1.5

44639) a = 5 | b = 6.5 | c = -0.7

44640) a = 5 | b = 6.5 | c = 0

44641) a = 5 | b = 6.5 | c = 0.6

44642) a = 5 | b = 6.5 | c = 1.1

44643) a = 5 | b = 6.5 | c = 1.5

44644) a = 5 | b = 6.5 | c = 1.8

44645) a = 5 | b = 6.5 | c = 2

44646) a = 5 | b = 6.5 | c = 2.1

44647) a = 5 | b = 6.6 | c = -6.8

44648) a = 5 | b = 6.7 | c = 0

44649) a = 5 | b = 7 | c = -8.8

44650) a = 5 | b = 7 | c = -6

44651) a = 5 | b = 7 | c = -3.6

44652) a = 5 | b = 7 | c = -1.6

44653) a = 5 | b = 7 | c = 0

44654) a = 5 | b = 7 | c = 1.2

44655) a = 5 | b = 7 | c = 2

44656) a = 5 | b = 7 | c = 2.4

44657) a = 5 | b = 7.1 | c = -4.8

44658) a = 5 | b = 7.1 | c = 0

44659) a = 5 | b = 7.2 | c = -5.6

44660) a = 5 | b = 7.2 | c = 0

44661) a = 5 | b = 7.3 | c = 0

44662) a = 5 | b = 7.3 | c = 2.4

44663) a = 5 | b = 7.4 | c = 0

44664) a = 5 | b = 7.5 | c = -7.7

44665) a = 5 | b = 7.5 | c = -6.3

44666) a = 5 | b = 7.5 | c = -5

44667) a = 5 | b = 7.5 | c = -3.8

44668) a = 5 | b = 7.5 | c = -2.7

44669) a = 5 | b = 7.5 | c = -1.7

44670) a = 5 | b = 7.5 | c = -0.8

44671) a = 5 | b = 7.5 | c = 0

44672) a = 5 | b = 7.5 | c = 0.7

44673) a = 5 | b = 7.5 | c = 1.3

44674) a = 5 | b = 7.5 | c = 1.8

44675) a = 5 | b = 7.5 | c = 2.2

44676) a = 5 | b = 7.5 | c = 2.5

44677) a = 5 | b = 7.5 | c = 2.7

44678) a = 5 | b = 7.5 | c = 2.8

44679) a = 5 | b = 7.6 | c = 0

44680) a = 5 | b = 7.7 | c = 0

44681) a = 5 | b = 7.8 | c = 0

44682) a = 5 | b = 7.9 | c = -5.2

44683) a = 5 | b = 7.9 | c = 0

44684) a = 5 | b = 8 | c = -6.6

44685) a = 5 | b = 8 | c = -4

44686) a = 5 | b = 8 | c = -1.8

44687) a = 5 | b = 8 | c = 0

44688) a = 5 | b = 8 | c = 1.4

44689) a = 5 | b = 8 | c = 2.4

44690) a = 5 | b = 8 | c = 3

44691) a = 5 | b = 8 | c = 3.2

44692) a = 5 | b = 8.1 | c = -5.3

44693) a = 5 | b = 8.2 | c = 0

44694) a = 5 | b = 8.3 | c = -5.4

44695) a = 5 | b = 8.5 | c = -8.4

44696) a = 5 | b = 8.5 | c = -6.9

44697) a = 5 | b = 8.5 | c = -5.5

44698) a = 5 | b = 8.5 | c = -4.2

44699) a = 5 | b = 8.5 | c = -3

44700) a = 5 | b = 8.5 | c = -1.9

44701) a = 5 | b = 8.5 | c = -0.9

44702) a = 5 | b = 8.5 | c = 0

44703) a = 5 | b = 8.5 | c = 0.8

44704) a = 5 | b = 8.5 | c = 1.5

44705) a = 5 | b = 8.5 | c = 2.1

44706) a = 5 | b = 8.5 | c = 2.6

44707) a = 5 | b = 8.5 | c = 3

44708) a = 5 | b = 8.5 | c = 3.3

44709) a = 5 | b = 8.5 | c = 3.5

44710) a = 5 | b = 8.5 | c = 3.6

44711) a = 5 | b = 8.6 | c = 0

44712) a = 5 | b = 8.9 | c = 0

44713) a = 5 | b = 9 | c = -7.2

44714) a = 5 | b = 9 | c = -4.4

44715) a = 5 | b = 9 | c = -2

44716) a = 5 | b = 9 | c = 0

44717) a = 5 | b = 9 | c = 1.6

44718) a = 5 | b = 9 | c = 2.8

44719) a = 5 | b = 9 | c = 3.6

44720) a = 5 | b = 9 | c = 4

44721) a = 5.1 | b = -5.1 | c = 0

44722) a = 5.1 | b = 0 | c = -5.1

44723) a = 5.1 | b = 0 | c = 0

44724) a = 5.1 | b = 5.1 | c = 0

44725) a = 5.2 | b = -7.8 | c = -5.2

44726) a = 5.2 | b = -7.8 | c = 0

44727) a = 5.2 | b = -6.5 | c = -7.8

44728) a = 5.2 | b = -6.5 | c = 0

44729) a = 5.2 | b = -5.2 | c = -3.9

44730) a = 5.2 | b = -5.2 | c = 0

44731) a = 5.2 | b = -5.2 | c = 1.3

44732) a = 5.2 | b = -3.9 | c = -1.3

44733) a = 5.2 | b = -3.9 | c = 0

44734) a = 5.2 | b = -2.6 | c = -7.8

44735) a = 5.2 | b = -2.6 | c = 0

44736) a = 5.2 | b = -1.3 | c = -3.9

44737) a = 5.2 | b = -1.3 | c = 0

44738) a = 5.2 | b = 0 | c = -5.2

44739) a = 5.2 | b = 0 | c = -1.3

44740) a = 5.2 | b = 0 | c = 0

44741) a = 5.2 | b = 1.3 | c = -3.9

44742) a = 5.2 | b = 1.3 | c = 0

44743) a = 5.2 | b = 2.6 | c = -7.8

44744) a = 5.2 | b = 2.6 | c = 0

44745) a = 5.2 | b = 3.9 | c = -1.3

44746) a = 5.2 | b = 3.9 | c = 0

44747) a = 5.2 | b = 5.2 | c = -3.9

44748) a = 5.2 | b = 5.2 | c = 0

44749) a = 5.2 | b = 5.2 | c = 1.3

44750) a = 5.2 | b = 6.5 | c = -7.8

44751) a = 5.2 | b = 6.5 | c = 0

44752) a = 5.2 | b = 7.8 | c = -5.2

44753) a = 5.2 | b = 7.8 | c = 0

44754) a = 5.3 | b = -5.3 | c = 0

44755) a = 5.3 | b = 0 | c = -5.3

44756) a = 5.3 | b = 0 | c = 0

44757) a = 5.3 | b = 5.3 | c = 0

44758) a = 5.4 | b = -8.1 | c = -5.4

44759) a = 5.4 | b = -5.4 | c = 0

44760) a = 5.4 | b = -2.7 | c = 0

44761) a = 5.4 | b = 0 | c = -5.4

44762) a = 5.4 | b = 0 | c = 0

44763) a = 5.4 | b = 2.7 | c = 0

44764) a = 5.4 | b = 5.4 | c = 0

44765) a = 5.4 | b = 8.1 | c = -5.4

44766) a = 5.5 | b = -8.8 | c = 0

44767) a = 5.5 | b = -6.6 | c = -8.8

44768) a = 5.5 | b = -6.6 | c = 0

44769) a = 5.5 | b = -5.5 | c = 0

44770) a = 5.5 | b = -4.4 | c = 0

44771) a = 5.5 | b = -3.3 | c = -8.8

44772) a = 5.5 | b = -3.3 | c = -2.2

44773) a = 5.5 | b = -3.3 | c = 0

44774) a = 5.5 | b = -2.2 | c = 0

44775) a = 5.5 | b = -1.1 | c = -6.6

44776) a = 5.5 | b = -1.1 | c = -4.4

44777) a = 5.5 | b = -1.1 | c = 0

44778) a = 5.5 | b = 0 | c = -5.5

44779) a = 5.5 | b = 0 | c = 0

44780) a = 5.5 | b = 1.1 | c = -6.6

44781) a = 5.5 | b = 1.1 | c = -4.4

44782) a = 5.5 | b = 1.1 | c = 0

44783) a = 5.5 | b = 2.2 | c = 0

44784) a = 5.5 | b = 3.3 | c = -8.8

44785) a = 5.5 | b = 3.3 | c = -2.2

44786) a = 5.5 | b = 3.3 | c = 0

44787) a = 5.5 | b = 4.4 | c = 0

44788) a = 5.5 | b = 5.5 | c = 0

44789) a = 5.5 | b = 6.6 | c = -8.8

44790) a = 5.5 | b = 6.6 | c = 0

44791) a = 5.5 | b = 8.8 | c = 0

44792) a = 5.6 | b = -8.4 | c = -5.6

44793) a = 5.6 | b = -7 | c = 0

44794) a = 5.6 | b = -7 | c = 1.4

44795) a = 5.6 | b = -5.6 | c = 0

44796) a = 5.6 | b = -5.6 | c = 1.4

44797) a = 5.6 | b = -4.2 | c = -1.4

44798) a = 5.6 | b = -2.8 | c = 0

44799) a = 5.6 | b = -1.4 | c = -7

44800) a = 5.6 | b = -1.4 | c = 0

44801) a = 5.6 | b = 0 | c = -5.6

44802) a = 5.6 | b = 0 | c = -1.4

44803) a = 5.6 | b = 0 | c = 0

44804) a = 5.6 | b = 1.4 | c = -7

44805) a = 5.6 | b = 1.4 | c = 0

44806) a = 5.6 | b = 2.8 | c = 0

44807) a = 5.6 | b = 4.2 | c = -1.4

44808) a = 5.6 | b = 5.6 | c = 0

44809) a = 5.6 | b = 5.6 | c = 1.4

44810) a = 5.6 | b = 7 | c = 0

44811) a = 5.6 | b = 7 | c = 1.4

44812) a = 5.6 | b = 8.4 | c = -5.6

44813) a = 5.7 | b = -5.7 | c = 0

44814) a = 5.7 | b = 0 | c = -5.7

44815) a = 5.7 | b = 0 | c = 0

44816) a = 5.7 | b = 5.7 | c = 0

44817) a = 5.8 | b = -8.7 | c = 0

44818) a = 5.8 | b = -5.8 | c = 0

44819) a = 5.8 | b = -2.9 | c = 0

44820) a = 5.8 | b = 0 | c = -5.8

44821) a = 5.8 | b = 0 | c = 0

44822) a = 5.8 | b = 2.9 | c = 0

44823) a = 5.8 | b = 5.8 | c = 0

44824) a = 5.8 | b = 8.7 | c = 0

44825) a = 5.9 | b = -5.9 | c = 0

44826) a = 5.9 | b = 0 | c = -5.9

44827) a = 5.9 | b = 0 | c = 0

44828) a = 5.9 | b = 5.9 | c = 0

44829) a = 6 | b = -9 | c = -6

44830) a = 6 | b = -9 | c = 0

44831) a = 6 | b = -9 | c = 3

44832) a = 6 | b = -8.7 | c = 0

44833) a = 6 | b = -8.4 | c = -7.2

44834) a = 6 | b = -8.1 | c = -7.8

44835) a = 6 | b = -7.8 | c = 0

44836) a = 6 | b = -7.5 | c = -9

44837) a = 6 | b = -7.5 | c = 0

44838) a = 6 | b = -7.5 | c = 1.5

44839) a = 6 | b = -7.2 | c = 0

44840) a = 6 | b = -6.9 | c = -6.3

44841) a = 6 | b = -6.3 | c = 0

44842) a = 6 | b = -6 | c = -4.5

44843) a = 6 | b = -6 | c = 0

44844) a = 6 | b = -6 | c = 1.5

44845) a = 6 | b = -5.4 | c = 0

44846) a = 6 | b = -5.1 | c = 0

44847) a = 6 | b = -4.5 | c = -1.5

44848) a = 6 | b = -4.5 | c = 0

44849) a = 6 | b = -4.2 | c = -1.8

44850) a = 6 | b = -3.9 | c = -4.5

44851) a = 6 | b = -3.9 | c = 0

44852) a = 6 | b = -3.6 | c = -8.1

44853) a = 6 | b = -3.6 | c = 0

44854) a = 6 | b = -3 | c = -9

44855) a = 6 | b = -3 | c = -3

44856) a = 6 | b = -3 | c = 0

44857) a = 6 | b = -2.7 | c = -8.7

44858) a = 6 | b = -2.7 | c = 0

44859) a = 6 | b = -2.4 | c = -2.7

44860) a = 6 | b = -2.1 | c = -3.9

44861) a = 6 | b = -1.8 | c = -7.8

44862) a = 6 | b = -1.8 | c = 0

44863) a = 6 | b = -1.5 | c = -7.5

44864) a = 6 | b = -1.5 | c = -4.5

44865) a = 6 | b = -1.5 | c = 0

44866) a = 6 | b = -0.9 | c = -5.1

44867) a = 6 | b = -0.9 | c = 0

44868) a = 6 | b = -0.3 | c = -9

44869) a = 6 | b = 0 | c = -6

44870) a = 6 | b = 0 | c = -1.5

44871) a = 6 | b = 0 | c = 0

44872) a = 6 | b = 0.3 | c = -9

44873) a = 6 | b = 0.9 | c = -5.1

44874) a = 6 | b = 0.9 | c = 0

44875) a = 6 | b = 1.5 | c = -7.5

44876) a = 6 | b = 1.5 | c = -4.5

44877) a = 6 | b = 1.5 | c = 0

44878) a = 6 | b = 1.8 | c = -7.8

44879) a = 6 | b = 1.8 | c = 0

44880) a = 6 | b = 2.1 | c = -3.9

44881) a = 6 | b = 2.4 | c = -2.7

44882) a = 6 | b = 2.7 | c = -8.7

44883) a = 6 | b = 2.7 | c = 0

44884) a = 6 | b = 3 | c = -9

44885) a = 6 | b = 3 | c = -3

44886) a = 6 | b = 3 | c = 0

44887) a = 6 | b = 3.6 | c = -8.1

44888) a = 6 | b = 3.6 | c = 0

44889) a = 6 | b = 3.9 | c = -4.5

44890) a = 6 | b = 3.9 | c = 0

44891) a = 6 | b = 4.2 | c = -1.8

44892) a = 6 | b = 4.5 | c = -1.5

44893) a = 6 | b = 4.5 | c = 0

44894) a = 6 | b = 5.1 | c = 0

44895) a = 6 | b = 5.4 | c = 0

44896) a = 6 | b = 6 | c = -4.5

44897) a = 6 | b = 6 | c = 0

44898) a = 6 | b = 6 | c = 1.5

44899) a = 6 | b = 6.3 | c = 0

44900) a = 6 | b = 6.9 | c = -6.3

44901) a = 6 | b = 7.2 | c = 0

44902) a = 6 | b = 7.5 | c = -9

44903) a = 6 | b = 7.5 | c = 0

44904) a = 6 | b = 7.5 | c = 1.5

44905) a = 6 | b = 7.8 | c = 0

44906) a = 6 | b = 8.1 | c = -7.8

44907) a = 6 | b = 8.4 | c = -7.2

44908) a = 6 | b = 8.7 | c = 0

44909) a = 6 | b = 9 | c = -6

44910) a = 6 | b = 9 | c = 0

44911) a = 6 | b = 9 | c = 3

44912) a = 6.1 | b = -6.1 | c = 0

44913) a = 6.1 | b = 0 | c = -6.1

44914) a = 6.1 | b = 0 | c = 0

44915) a = 6.1 | b = 6.1 | c = 0

44916) a = 6.2 | b = -6.2 | c = 0

44917) a = 6.2 | b = -3.1 | c = 0

44918) a = 6.2 | b = 0 | c = -6.2

44919) a = 6.2 | b = 0 | c = 0

44920) a = 6.2 | b = 3.1 | c = 0

44921) a = 6.2 | b = 6.2 | c = 0

44922) a = 6.3 | b = -6.3 | c = 0

44923) a = 6.3 | b = 0 | c = -6.3

44924) a = 6.3 | b = 0 | c = 0

44925) a = 6.3 | b = 6.3 | c = 0

44926) a = 6.4 | b = -8 | c = 0

44927) a = 6.4 | b = -6.4 | c = 0

44928) a = 6.4 | b = -6.4 | c = 1.6

44929) a = 6.4 | b = -4.8 | c = -1.6

44930) a = 6.4 | b = -3.2 | c = 0

44931) a = 6.4 | b = -3.2 | c = 0.4

44932) a = 6.4 | b = -1.6 | c = -8

44933) a = 6.4 | b = -1.6 | c = 0

44934) a = 6.4 | b = 0 | c = -6.4

44935) a = 6.4 | b = 0 | c = -1.6

44936) a = 6.4 | b = 0 | c = -0.4

44937) a = 6.4 | b = 0 | c = 0

44938) a = 6.4 | b = 1.6 | c = -8

44939) a = 6.4 | b = 1.6 | c = 0

44940) a = 6.4 | b = 3.2 | c = 0

44941) a = 6.4 | b = 3.2 | c = 0.4

44942) a = 6.4 | b = 4.8 | c = -1.6

44943) a = 6.4 | b = 6.4 | c = 0

44944) a = 6.4 | b = 6.4 | c = 1.6

44945) a = 6.4 | b = 8 | c = 0

44946) a = 6.5 | b = -7.8 | c = 0

44947) a = 6.5 | b = -6.5 | c = 0

44948) a = 6.5 | b = -5.2 | c = 0

44949) a = 6.5 | b = -3.9 | c = 0

44950) a = 6.5 | b = -2.6 | c = 0

44951) a = 6.5 | b = -1.3 | c = 0

44952) a = 6.5 | b = 0 | c = -6.5

44953) a = 6.5 | b = 0 | c = 0

44954) a = 6.5 | b = 1.3 | c = 0

44955) a = 6.5 | b = 2.6 | c = 0

44956) a = 6.5 | b = 3.9 | c = 0

44957) a = 6.5 | b = 5.2 | c = 0

44958) a = 6.5 | b = 6.5 | c = 0

44959) a = 6.5 | b = 7.8 | c = 0

44960) a = 6.6 | b = -6.6 | c = 0

44961) a = 6.6 | b = -3.3 | c = 0

44962) a = 6.6 | b = 0 | c = -6.6

44963) a = 6.6 | b = 0 | c = 0

44964) a = 6.6 | b = 3.3 | c = 0

44965) a = 6.6 | b = 6.6 | c = 0

44966) a = 6.7 | b = -6.7 | c = 0

44967) a = 6.7 | b = 0 | c = -6.7

44968) a = 6.7 | b = 0 | c = 0

44969) a = 6.7 | b = 6.7 | c = 0

44970) a = 6.8 | b = -8.5 | c = 0

44971) a = 6.8 | b = -6.8 | c = -5.1

44972) a = 6.8 | b = -6.8 | c = 0

44973) a = 6.8 | b = -6.8 | c = 1.7

44974) a = 6.8 | b = -5.1 | c = 0

44975) a = 6.8 | b = -3.4 | c = 0

44976) a = 6.8 | b = -1.7 | c = 0

44977) a = 6.8 | b = 0 | c = -6.8

44978) a = 6.8 | b = 0 | c = -1.7

44979) a = 6.8 | b = 0 | c = 0

44980) a = 6.8 | b = 1.7 | c = 0

44981) a = 6.8 | b = 3.4 | c = 0

44982) a = 6.8 | b = 5.1 | c = 0

44983) a = 6.8 | b = 6.8 | c = -5.1

44984) a = 6.8 | b = 6.8 | c = 0

44985) a = 6.8 | b = 6.8 | c = 1.7

44986) a = 6.8 | b = 8.5 | c = 0

44987) a = 6.9 | b = -6.9 | c = 0

44988) a = 6.9 | b = 0 | c = -6.9

44989) a = 6.9 | b = 0 | c = 0

44990) a = 6.9 | b = 6.9 | c = 0

44991) a = 7 | b = -8.4 | c = 0

44992) a = 7 | b = -7.7 | c = -4.2

44993) a = 7 | b = -7.7 | c = 0

44994) a = 7 | b = -7 | c = 0

44995) a = 7 | b = -6.3 | c = 0

44996) a = 7 | b = -4.9 | c = -8.4

44997) a = 7 | b = -4.9 | c = -4.2

44998) a = 7 | b = -4.2 | c = 0

44999) a = 7 | b = -3.5 | c = -3.5

45000) a = 7 | b = -3.5 | c = 0

45001) a = 7 | b = -2.1 | c = 0

45002) a = 7 | b = -1.4 | c = -8.4

45003) a = 7 | b = -0.7 | c = -2.1

45004) a = 7 | b = 0 | c = -7

45005) a = 7 | b = 0 | c = 0

45006) a = 7 | b = 0.7 | c = -2.1

45007) a = 7 | b = 1.4 | c = -8.4

45008) a = 7 | b = 2.1 | c = 0

45009) a = 7 | b = 3.5 | c = -3.5

45010) a = 7 | b = 3.5 | c = 0

45011) a = 7 | b = 4.2 | c = 0

45012) a = 7 | b = 4.9 | c = -8.4

45013) a = 7 | b = 4.9 | c = -4.2

45014) a = 7 | b = 6.3 | c = 0

45015) a = 7 | b = 7 | c = 0

45016) a = 7 | b = 7.7 | c = -4.2

45017) a = 7 | b = 7.7 | c = 0

45018) a = 7 | b = 8.4 | c = 0

45019) a = 7.1 | b = -7.1 | c = 0

45020) a = 7.1 | b = 0 | c = -7.1

45021) a = 7.1 | b = 0 | c = 0

45022) a = 7.1 | b = 7.1 | c = 0

45023) a = 7.2 | b = -9 | c = 0

45024) a = 7.2 | b = -7.2 | c = -5.4

45025) a = 7.2 | b = -7.2 | c = 0

45026) a = 7.2 | b = -7.2 | c = 1.8

45027) a = 7.2 | b = -5.4 | c = 0

45028) a = 7.2 | b = -3.6 | c = 0

45029) a = 7.2 | b = -1.8 | c = -2.7

45030) a = 7.2 | b = -1.8 | c = 0

45031) a = 7.2 | b = 0 | c = -7.2

45032) a = 7.2 | b = 0 | c = -1.8

45033) a = 7.2 | b = 0 | c = 0

45034) a = 7.2 | b = 1.8 | c = -2.7

45035) a = 7.2 | b = 1.8 | c = 0

45036) a = 7.2 | b = 3.6 | c = 0

45037) a = 7.2 | b = 5.4 | c = 0

45038) a = 7.2 | b = 7.2 | c = -5.4

45039) a = 7.2 | b = 7.2 | c = 0

45040) a = 7.2 | b = 7.2 | c = 1.8

45041) a = 7.2 | b = 9 | c = 0

45042) a = 7.3 | b = -7.3 | c = 0

45043) a = 7.3 | b = 0 | c = -7.3

45044) a = 7.3 | b = 0 | c = 0

45045) a = 7.3 | b = 7.3 | c = 0

45046) a = 7.4 | b = -7.4 | c = 0

45047) a = 7.4 | b = -3.7 | c = 0

45048) a = 7.4 | b = 0 | c = -7.4

45049) a = 7.4 | b = 0 | c = 0

45050) a = 7.4 | b = 3.7 | c = 0

45051) a = 7.4 | b = 7.4 | c = 0

45052) a = 7.5 | b = -9 | c = -8.1

45053) a = 7.5 | b = -9 | c = -4.8

45054) a = 7.5 | b = -9 | c = -2.1

45055) a = 7.5 | b = -9 | c = 0

45056) a = 7.5 | b = -9 | c = 1.5

45057) a = 7.5 | b = -9 | c = 2.4

45058) a = 7.5 | b = -9 | c = 2.7

45059) a = 7.5 | b = -8.7 | c = 0

45060) a = 7.5 | b = -8.4 | c = 0

45061) a = 7.5 | b = -7.8 | c = 0

45062) a = 7.5 | b = -7.5 | c = -7.2

45063) a = 7.5 | b = -7.5 | c = -4.2

45064) a = 7.5 | b = -7.5 | c = -1.8

45065) a = 7.5 | b = -7.5 | c = 0

45066) a = 7.5 | b = -7.5 | c = 1.2

45067) a = 7.5 | b = -7.5 | c = 1.8

45068) a = 7.5 | b = -6.9 | c = 0

45069) a = 7.5 | b = -6.6 | c = 0

45070) a = 7.5 | b = -6.3 | c = 0

45071) a = 7.5 | b = -6 | c = -6.3

45072) a = 7.5 | b = -6 | c = -3.6

45073) a = 7.5 | b = -6 | c = -1.5

45074) a = 7.5 | b = -6 | c = 0

45075) a = 7.5 | b = -6 | c = 0.9

45076) a = 7.5 | b = -6 | c = 1.2

45077) a = 7.5 | b = -5.7 | c = 0

45078) a = 7.5 | b = -4.8 | c = -2.7

45079) a = 7.5 | b = -4.8 | c = 0

45080) a = 7.5 | b = -4.5 | c = -8.4

45081) a = 7.5 | b = -4.5 | c = -5.4

45082) a = 7.5 | b = -4.5 | c = -3

45083) a = 7.5 | b = -4.5 | c = -1.2

45084) a = 7.5 | b = -4.5 | c = 0

45085) a = 7.5 | b = -4.5 | c = 0.6

45086) a = 7.5 | b = -4.2 | c = 0

45087) a = 7.5 | b = -3.9 | c = 0

45088) a = 7.5 | b = -3.6 | c = -3.9

45089) a = 7.5 | b = -3.3 | c = 0

45090) a = 7.5 | b = -3 | c = -7.2

45091) a = 7.5 | b = -3 | c = -4.5

45092) a = 7.5 | b = -3 | c = -2.4

45093) a = 7.5 | b = -3 | c = -0.9

45094) a = 7.5 | b = -3 | c = 0

45095) a = 7.5 | b = -3 | c = 0.3

45096) a = 7.5 | b = -2.4 | c = 0

45097) a = 7.5 | b = -2.1 | c = 0

45098) a = 7.5 | b = -1.5 | c = -9

45099) a = 7.5 | b = -1.5 | c = -6

45100) a = 7.5 | b = -1.5 | c = -3.6

45101) a = 7.5 | b = -1.5 | c = -1.8

45102) a = 7.5 | b = -1.5 | c = -0.6

45103) a = 7.5 | b = -1.5 | c = 0

45104) a = 7.5 | b = -1.2 | c = -8.7

45105) a = 7.5 | b = -1.2 | c = 0

45106) a = 7.5 | b = -0.9 | c = -8.4

45107) a = 7.5 | b = -0.9 | c = -6.6

45108) a = 7.5 | b = -0.6 | c = -6.9

45109) a = 7.5 | b = -0.6 | c = 0

45110) a = 7.5 | b = -0.3 | c = -7.8

45111) a = 7.5 | b = -0.3 | c = 0

45112) a = 7.5 | b = 0 | c = -7.5

45113) a = 7.5 | b = 0 | c = -4.8

45114) a = 7.5 | b = 0 | c = -2.7

45115) a = 7.5 | b = 0 | c = -1.2

45116) a = 7.5 | b = 0 | c = -0.3

45117) a = 7.5 | b = 0 | c = 0

45118) a = 7.5 | b = 0.3 | c = -7.8

45119) a = 7.5 | b = 0.3 | c = 0

45120) a = 7.5 | b = 0.6 | c = -6.9

45121) a = 7.5 | b = 0.6 | c = 0

45122) a = 7.5 | b = 0.9 | c = -8.4

45123) a = 7.5 | b = 0.9 | c = -6.6

45124) a = 7.5 | b = 1.2 | c = -8.7

45125) a = 7.5 | b = 1.2 | c = 0

45126) a = 7.5 | b = 1.5 | c = -9

45127) a = 7.5 | b = 1.5 | c = -6

45128) a = 7.5 | b = 1.5 | c = -3.6

45129) a = 7.5 | b = 1.5 | c = -1.8

45130) a = 7.5 | b = 1.5 | c = -0.6

45131) a = 7.5 | b = 1.5 | c = 0

45132) a = 7.5 | b = 2.1 | c = 0

45133) a = 7.5 | b = 2.4 | c = 0

45134) a = 7.5 | b = 3 | c = -7.2

45135) a = 7.5 | b = 3 | c = -4.5

45136) a = 7.5 | b = 3 | c = -2.4

45137) a = 7.5 | b = 3 | c = -0.9

