1) d = 81 | x1 = -1.0 | x2 = 0

32019) d = 26.01 | x1 = 0 | x2 = 0

32020) d = 26.01 | x1 = 0 | x2 = 0

32021) d = 26.01 | x1 = 0 | x2 = 0

32022) d = 26.01 | x1 = 0 | x2 = 0

32023) d = 26.01 | x1 = 0 | x2 = 0

32024) d = 26.01 | x1 = 0 | x2 = 0

32025) d = 26.01 | x1 = 0 | x2 = 0

32026) d = 26.01 | x1 = 0 | x2 = 0

32027) d = 26.01 | x1 = 0 | x2 = 0

32028) d = 26.01 | x1 = 0 | x2 = 0

32029) d = 26.01 | x1 = 0 | x2 = 0

32030) d = 26.01 | x1 = 0 | x2 = 0

32031) d = 26.01 | x1 = 0 | x2 = 0

32032) d = 26.01 | x1 = 0 | x2 = 0

32033) d = 26.01 | x1 = 0 | x2 = 0

32034) d = 26.01 | x1 = 0 | x2 = 0

32035) d = 26.01 | x1 = 0 | x2 = 0

32036) d = 26.01 | x1 = 0 | x2 = 0

32037) d = 26.01 | x1 = 0 | x2 = 0

32038) d = 26.01 | x1 = 0 | x2 = 0

32039) d = 26.01 | x1 = 0 | x2 = 0

32040) d = 26.01 | x1 = 0 | x2 = 0

32041) d = 26.01 | x1 = 0 | x2 = 0

32042) d = 26.01 | x1 = 0 | x2 = 0

32043) d = 26.01 | x1 = 0 | x2 = 0

32044) d = 26.01 | x1 = 0 | x2 = 0

32045) d = 26.01 | x1 = 0 | x2 = 0

32046) d = 26.01 | x1 = 0 | x2 = 0

32047) d = 26.01 | x1 = 0 | x2 = 0

32048) d = 26.01 | x1 = 0 | x2 = 0

32049) d = 26.01 | x1 = 0 | x2 = 0

32050) d = 26.01 | x1 = 0 | x2 = 0

32051) d = 26.01 | x1 = 0 | x2 = 0

32052) d = 26.01 | x1 = 0 | x2 = 0

32053) d = 27.04 | x1 = 0 | x2 = 0

32054) d = 27.04 | x1 = 0 | x2 = 0

32055) d = 27.04 | x1 = 0 | x2 = 0

32056) d = 27.04 | x1 = 0 | x2 = 0

32057) d = 27.04 | x1 = 0 | x2 = 0

32058) d = 27.04 | x1 = 0 | x2 = 0

32059) d = 27.04 | x1 = 0 | x2 = 0

32060) d = 27.04 | x1 = 0 | x2 = 0

32061) d = 27.04 | x1 = 0 | x2 = 0

32062) d = 27.04 | x1 = 0 | x2 = 0

32063) d = 27.04 | x1 = 0 | x2 = 0

32064) d = 27.04 | x1 = 0 | x2 = 0

32065) d = 27.04 | x1 = 0 | x2 = 0

32066) d = 27.04 | x1 = 0 | x2 = 0

32067) d = 27.04 | x1 = 0 | x2 = 0

32068) d = 27.04 | x1 = 0 | x2 = 0

32069) d = 27.04 | x1 = 0 | x2 = 0

32070) d = 27.04 | x1 = 0 | x2 = 0

32071) d = 27.04 | x1 = 0 | x2 = 0

32072) d = 27.04 | x1 = 0 | x2 = 0

32073) d = 27.04 | x1 = 0 | x2 = 0

32074) d = 27.04 | x1 = 0 | x2 = 0

32075) d = 27.04 | x1 = 0 | x2 = 0

32076) d = 27.04 | x1 = 0 | x2 = 0

32077) d = 27.04 | x1 = 0 | x2 = 0

32078) d = 27.04 | x1 = 0 | x2 = 0

32079) d = 27.04 | x1 = 0 | x2 = 0

32080) d = 27.04 | x1 = 0 | x2 = 0

32081) d = 27.04 | x1 = 0 | x2 = 0

32082) d = 27.04 | x1 = 0 | x2 = 0

32083) d = 27.04 | x1 = 0 | x2 = 0

32084) d = 27.04 | x1 = 0 | x2 = 0

32085) d = 27.04 | x1 = 0 | x2 = 0

32086) d = 27.04 | x1 = 0 | x2 = 0

32087) d = 27.04 | x1 = 0 | x2 = 0

32088) d = 27.04 | x1 = 0 | x2 = 0

32089) d = 27.04 | x1 = 0 | x2 = 0

32090) d = 27.04 | x1 = 0 | x2 = 0

32091) d = 27.04 | x1 = 0 | x2 = 0

32092) d = 27.04 | x1 = 0 | x2 = 0

32093) d = 27.04 | x1 = 0 | x2 = 0

32094) d = 27.04 | x1 = 0 | x2 = 0

32095) d = 27.04 | x1 = 0 | x2 = 0

32096) d = 27.04 | x1 = 0 | x2 = 0

32097) d = 27.04 | x1 = 0 | x2 = 0

32098) d = 27.04 | x1 = 0 | x2 = 0

32099) d = 27.04 | x1 = 0 | x2 = 0

32100) d = 27.04 | x1 = 0 | x2 = 0

32101) d = 27.04 | x1 = 0 | x2 = 0

32102) d = 27.04 | x1 = 0 | x2 = 0

32103) d = 27.04 | x1 = 0 | x2 = 0

32104) d = 27.04 | x1 = 0 | x2 = 0

32105) d = 27.04 | x1 = 0 | x2 = 0

32106) d = 27.04 | x1 = 0 | x2 = 0

32107) d = 27.04 | x1 = 0 | x2 = 0

32108) d = 27.04 | x1 = 0 | x2 = 0

32109) d = 27.04 | x1 = 0 | x2 = 0

32110) d = 27.04 | x1 = 0 | x2 = 0

32111) d = 27.04 | x1 = 0 | x2 = 0

32112) d = 27.04 | x1 = 0 | x2 = 0

32113) d = 27.04 | x1 = 0 | x2 = 0

32114) d = 27.04 | x1 = 0 | x2 = 0

32115) d = 27.04 | x1 = 0 | x2 = 0

32116) d = 27.04 | x1 = 0 | x2 = 0

32117) d = 27.04 | x1 = 0 | x2 = 0

32118) d = 27.04 | x1 = 0 | x2 = 0

32119) d = 27.04 | x1 = 0 | x2 = 0

32120) d = 27.04 | x1 = 0 | x2 = 0

32121) d = 27.04 | x1 = 0 | x2 = 0

32122) d = 27.04 | x1 = 0 | x2 = 0

32123) d = 27.04 | x1 = 0 | x2 = 0

32124) d = 27.04 | x1 = 0 | x2 = 0

32125) d = 27.04 | x1 = 0 | x2 = 0

32126) d = 27.04 | x1 = 0 | x2 = 0

32127) d = 27.04 | x1 = 0 | x2 = 0

32128) d = 27.04 | x1 = 0 | x2 = 0

32129) d = 27.04 | x1 = 0 | x2 = 0

32130) d = 27.04 | x1 = 0 | x2 = 0

32131) d = 27.04 | x1 = 0 | x2 = 0

32132) d = 27.04 | x1 = 0 | x2 = 0

32133) d = 27.04 | x1 = 0 | x2 = 0

32134) d = 27.04 | x1 = 0 | x2 = 0

32135) d = 27.04 | x1 = 0 | x2 = 0

32136) d = 27.04 | x1 = 0 | x2 = 0

32137) d = 27.04 | x1 = 0 | x2 = 0

32138) d = 27.04 | x1 = 0 | x2 = 0

32139) d = 27.04 | x1 = 0 | x2 = 0

32140) d = 27.04 | x1 = 0 | x2 = 0

32141) d = 27.04 | x1 = 0 | x2 = 0

32142) d = 27.04 | x1 = 0 | x2 = 0

32143) d = 27.04 | x1 = 0 | x2 = 0

32144) d = 27.04 | x1 = 0 | x2 = 0

32145) d = 27.04 | x1 = 0 | x2 = 0

32146) d = 27.04 | x1 = 0 | x2 = 0

32147) d = 27.04 | x1 = 0 | x2 = 0

32148) d = 27.04 | x1 = 0 | x2 = 0

32149) d = 27.04 | x1 = 0 | x2 = 0

32150) d = 27.04 | x1 = 0 | x2 = 0

32151) d = 27.04 | x1 = 0 | x2 = 0

32152) d = 27.04 | x1 = 0 | x2 = 0

32153) d = 27.04 | x1 = 0 | x2 = 0

32154) d = 27.04 | x1 = 0 | x2 = 0

32155) d = 27.04 | x1 = 0 | x2 = 0

32156) d = 27.04 | x1 = 0 | x2 = 0

32157) d = 27.04 | x1 = 0 | x2 = 0

32158) d = 27.04 | x1 = 0 | x2 = 0

32159) d = 27.04 | x1 = 0 | x2 = 0

32160) d = 27.04 | x1 = 0 | x2 = 0

32161) d = 27.04 | x1 = 0 | x2 = 0

32162) d = 27.04 | x1 = 0 | x2 = 0

32163) d = 27.04 | x1 = 0 | x2 = 0

32164) d = 27.04 | x1 = 0 | x2 = 0

32165) d = 27.04 | x1 = 0 | x2 = 0

32166) d = 27.04 | x1 = 0 | x2 = 0

32167) d = 27.04 | x1 = 0 | x2 = 0

32168) d = 27.04 | x1 = 0 | x2 = 0

32169) d = 27.04 | x1 = 0 | x2 = 0

32170) d = 27.04 | x1 = 0 | x2 = 0

32171) d = 27.04 | x1 = 0 | x2 = 0

32172) d = 27.04 | x1 = 0 | x2 = 0

32173) d = 27.04 | x1 = 0 | x2 = 0

32174) d = 27.04 | x1 = 0 | x2 = 0

32175) d = 27.04 | x1 = 0 | x2 = 0

32176) d = 27.04 | x1 = 0 | x2 = 0

32177) d = 27.04 | x1 = 0 | x2 = 0

32178) d = 27.04 | x1 = 0 | x2 = 0

32179) d = 27.04 | x1 = 0 | x2 = 0

32180) d = 27.04 | x1 = 0 | x2 = 0

32181) d = 27.04 | x1 = 0 | x2 = 0

32182) d = 27.04 | x1 = 0 | x2 = 0

32183) d = 27.04 | x1 = 0 | x2 = 0

32184) d = 27.04 | x1 = 0 | x2 = 0

32185) d = 27.04 | x1 = 0 | x2 = 0

32186) d = 27.04 | x1 = 0 | x2 = 0

32187) d = 27.04 | x1 = 0 | x2 = 0

32188) d = 27.04 | x1 = 0 | x2 = 0

32189) d = 27.04 | x1 = 0 | x2 = 0

32190) d = 27.04 | x1 = 0 | x2 = 0

32191) d = 27.04 | x1 = 0 | x2 = 0

32192) d = 27.04 | x1 = 0 | x2 = 0

32193) d = 27.04 | x1 = 0 | x2 = 0

32194) d = 27.04 | x1 = 0 | x2 = 0

32195) d = 27.04 | x1 = 0 | x2 = 0

32196) d = 27.04 | x1 = 0 | x2 = 0

32197) d = 27.04 | x1 = 0 | x2 = 0

32198) d = 27.04 | x1 = 0 | x2 = 0

32199) d = 27.04 | x1 = 0 | x2 = 0

32200) d = 27.04 | x1 = 0 | x2 = 0

32201) d = 27.04 | x1 = 0 | x2 = 0

32202) d = 27.04 | x1 = 0 | x2 = 0

32203) d = 27.04 | x1 = 0 | x2 = 0

32204) d = 27.04 | x1 = 0 | x2 = 0

32205) d = 27.04 | x1 = 0 | x2 = 0

32206) d = 27.04 | x1 = 0 | x2 = 0

32207) d = 27.04 | x1 = 0 | x2 = 0

32208) d = 27.04 | x1 = 0 | x2 = 0

32209) d = 27.04 | x1 = 0 | x2 = 0

32210) d = 27.04 | x1 = 0 | x2 = 0

32211) d = 27.04 | x1 = 0 | x2 = 0

32212) d = 27.04 | x1 = 0 | x2 = 0

32213) d = 27.04 | x1 = 0 | x2 = 0

32214) d = 27.04 | x1 = 0 | x2 = 0

32215) d = 27.04 | x1 = 0 | x2 = 0

32216) d = 27.04 | x1 = 0 | x2 = 0

32217) d = 27.04 | x1 = 0 | x2 = 0

32218) d = 27.04 | x1 = 0 | x2 = 0

32219) d = 27.04 | x1 = 0 | x2 = 0

32220) d = 27.04 | x1 = 0 | x2 = 0

32221) d = 27.04 | x1 = 0 | x2 = 0

32222) d = 27.04 | x1 = 0 | x2 = 0

32223) d = 27.04 | x1 = 0 | x2 = 0

32224) d = 27.04 | x1 = 0 | x2 = 0

32225) d = 27.04 | x1 = 0 | x2 = 0

32226) d = 27.04 | x1 = 0 | x2 = 0

32227) d = 27.04 | x1 = 0 | x2 = 0

32228) d = 27.04 | x1 = 0 | x2 = 0

32229) d = 27.04 | x1 = 0 | x2 = 0

32230) d = 27.04 | x1 = 0 | x2 = 0

32231) d = 27.04 | x1 = 0 | x2 = 0

32232) d = 27.04 | x1 = 0 | x2 = 0

32233) d = 27.04 | x1 = 0 | x2 = 0

32234) d = 28.09 | x1 = 0 | x2 = 0

32235) d = 28.09 | x1 = 0 | x2 = 0

32236) d = 28.09 | x1 = 0 | x2 = 0

32237) d = 28.09 | x1 = 0 | x2 = 0

32238) d = 28.09 | x1 = 0 | x2 = 0

32239) d = 28.09 | x1 = 0 | x2 = 0

32240) d = 28.09 | x1 = 0 | x2 = 0

32241) d = 28.09 | x1 = 0 | x2 = 0

32242) d = 28.09 | x1 = 0 | x2 = 0

32243) d = 28.09 | x1 = 0 | x2 = 0

32244) d = 28.09 | x1 = 0 | x2 = 0

32245) d = 28.09 | x1 = 0 | x2 = 0

32246) d = 28.09 | x1 = 0 | x2 = 0

32247) d = 28.09 | x1 = 0 | x2 = 0

32248) d = 28.09 | x1 = 0 | x2 = 0

32249) d = 28.09 | x1 = 0 | x2 = 0

32250) d = 28.09 | x1 = 0 | x2 = 0

32251) d = 28.09 | x1 = 0 | x2 = 0

32252) d = 28.09 | x1 = 0 | x2 = 0

32253) d = 28.09 | x1 = 0 | x2 = 0

32254) d = 28.09 | x1 = 0 | x2 = 0

32255) d = 28.09 | x1 = 0 | x2 = 0

32256) d = 28.09 | x1 = 0 | x2 = 0

32257) d = 28.09 | x1 = 0 | x2 = 0

32258) d = 28.09 | x1 = 0 | x2 = 0

32259) d = 28.09 | x1 = 0 | x2 = 0

32260) d = 28.09 | x1 = 0 | x2 = 0

32261) d = 28.09 | x1 = 0 | x2 = 0

32262) d = 28.09 | x1 = 0 | x2 = 0

32263) d = 28.09 | x1 = 0 | x2 = 0

32264) d = 28.09 | x1 = 0 | x2 = 0

32265) d = 28.09 | x1 = 0 | x2 = 0

32266) d = 28.09 | x1 = 0 | x2 = 0

32267) d = 28.09 | x1 = 0 | x2 = 0

32268) d = 28.09 | x1 = 0 | x2 = 0

32269) d = 28.09 | x1 = 0 | x2 = 0

32270) d = 28.09 | x1 = 0 | x2 = 0

32271) d = 28.09 | x1 = 0 | x2 = 0

32272) d = 28.09 | x1 = 0 | x2 = 0

32273) d = 28.09 | x1 = 0 | x2 = 0

32274) d = 28.09 | x1 = 0 | x2 = 0

32275) d = 28.09 | x1 = 0 | x2 = 0

32276) d = 28.09 | x1 = 0 | x2 = 0

32277) d = 28.09 | x1 = 0 | x2 = 0

32278) d = 28.09 | x1 = 0 | x2 = 0

32279) d = 28.09 | x1 = 0 | x2 = 0

32280) d = 28.09 | x1 = 0 | x2 = 0

32281) d = 28.09 | x1 = 0 | x2 = 0

32282) d = 28.09 | x1 = 0 | x2 = 0

32283) d = 28.09 | x1 = 0 | x2 = 0

32284) d = 28.09 | x1 = 0 | x2 = 0

32285) d = 28.09 | x1 = 0 | x2 = 0

32286) d = 28.09 | x1 = 0 | x2 = 0

32287) d = 28.09 | x1 = 0 | x2 = 0

32288) d = 28.09 | x1 = 0 | x2 = 0

32289) d = 28.09 | x1 = 0 | x2 = 0

32290) d = 28.09 | x1 = 0 | x2 = 0

32291) d = 28.09 | x1 = 0 | x2 = 0

32292) d = 28.09 | x1 = 0 | x2 = 0

32293) d = 28.09 | x1 = 0 | x2 = 0

32294) d = 28.09 | x1 = 0 | x2 = 0

32295) d = 28.09 | x1 = 0 | x2 = 0

32296) d = 28.09 | x1 = 0 | x2 = 0

32297) d = 28.09 | x1 = 0 | x2 = 0

32298) d = 28.09 | x1 = 0 | x2 = 0

32299) d = 28.09 | x1 = 0 | x2 = 0

32300) d = 28.09 | x1 = 0 | x2 = 0

32301) d = 28.09 | x1 = 0 | x2 = 0

32302) d = 28.09 | x1 = 0 | x2 = 0

32303) d = 28.09 | x1 = 0 | x2 = 0

32304) d = 28.09 | x1 = 0 | x2 = 0

32305) d = 28.09 | x1 = 0 | x2 = 0

32306) d = 28.09 | x1 = 0 | x2 = 0

32307) d = 28.09 | x1 = 0 | x2 = 0

32308) d = 28.09 | x1 = 0 | x2 = 0

32309) d = 28.09 | x1 = 0 | x2 = 0

32310) d = 28.09 | x1 = 0 | x2 = 0

32311) d = 28.09 | x1 = 0 | x2 = 0

32312) d = 28.09 | x1 = 0 | x2 = 0

32313) d = 28.09 | x1 = 0 | x2 = 0

32314) d = 28.09 | x1 = 0 | x2 = 0

32315) d = 28.09 | x1 = 0 | x2 = 0

32316) d = 28.09 | x1 = 0 | x2 = 0

32317) d = 28.09 | x1 = 0 | x2 = 0

32318) d = 28.09 | x1 = 0 | x2 = 0

32319) d = 28.09 | x1 = 0 | x2 = 0

32320) d = 28.09 | x1 = 0 | x2 = 0

32321) d = 28.09 | x1 = 0 | x2 = 0

32322) d = 28.09 | x1 = 0 | x2 = 0

32323) d = 28.09 | x1 = 0 | x2 = 0

32324) d = 28.09 | x1 = 0 | x2 = 0

32325) d = 28.09 | x1 = 0 | x2 = 0

32326) d = 28.09 | x1 = 0 | x2 = 0

32327) d = 28.09 | x1 = 0 | x2 = 0

32328) d = 28.09 | x1 = 0 | x2 = 0

32329) d = 28.09 | x1 = 0 | x2 = 0

32330) d = 28.09 | x1 = 0 | x2 = 0

32331) d = 28.09 | x1 = 0 | x2 = 0

32332) d = 28.09 | x1 = 0 | x2 = 0

32333) d = 28.09 | x1 = 0 | x2 = 0

32334) d = 28.09 | x1 = 0 | x2 = 0

32335) d = 28.09 | x1 = 0 | x2 = 0

32336) d = 28.09 | x1 = 0 | x2 = 0

32337) d = 28.09 | x1 = 0 | x2 = 0

32338) d = 28.09 | x1 = 0 | x2 = 0

32339) d = 28.09 | x1 = 0 | x2 = 0

32340) d = 28.09 | x1 = 0 | x2 = 0

32341) d = 28.09 | x1 = 0 | x2 = 0

32342) d = 28.09 | x1 = 0 | x2 = 0

32343) d = 28.09 | x1 = 0 | x2 = 0

32344) d = 28.09 | x1 = 0 | x2 = 0

32345) d = 28.09 | x1 = 0 | x2 = 0

32346) d = 28.09 | x1 = 0 | x2 = 0

32347) d = 28.09 | x1 = 0 | x2 = 0

32348) d = 28.09 | x1 = 0 | x2 = 0

32349) d = 28.09 | x1 = 0 | x2 = 0

32350) d = 28.09 | x1 = 0 | x2 = 0

32351) d = 28.09 | x1 = 0 | x2 = 0

32352) d = 28.09 | x1 = 0 | x2 = 0

32353) d = 28.09 | x1 = 0 | x2 = 0

32354) d = 28.09 | x1 = 0 | x2 = 0

32355) d = 28.09 | x1 = 0 | x2 = 0

32356) d = 28.09 | x1 = 0 | x2 = 0

32357) d = 28.09 | x1 = 0 | x2 = 0

32358) d = 28.09 | x1 = 0 | x2 = 0

32359) d = 28.09 | x1 = 0 | x2 = 0

32360) d = 28.09 | x1 = 0 | x2 = 0

32361) d = 28.09 | x1 = 0 | x2 = 0

32362) d = 28.09 | x1 = 0 | x2 = 0

32363) d = 28.09 | x1 = 0 | x2 = 0

32364) d = 28.09 | x1 = 0 | x2 = 0

32365) d = 28.09 | x1 = 0 | x2 = 0

32366) d = 28.09 | x1 = 0 | x2 = 0

32367) d = 28.09 | x1 = 0 | x2 = 0

32368) d = 28.09 | x1 = 0 | x2 = 0

32369) d = 28.09 | x1 = 0 | x2 = 0

32370) d = 28.09 | x1 = 0 | x2 = 0

32371) d = 28.09 | x1 = 0 | x2 = 0

32372) d = 28.09 | x1 = 0 | x2 = 0

32373) d = 28.09 | x1 = 0 | x2 = 0

32374) d = 28.09 | x1 = 0 | x2 = 0

32375) d = 28.09 | x1 = 0 | x2 = 0

32376) d = 28.09 | x1 = 0 | x2 = 0

32377) d = 28.09 | x1 = 0 | x2 = 0

32378) d = 28.09 | x1 = 0 | x2 = 0

32379) d = 28.09 | x1 = 0 | x2 = 0

32380) d = 28.09 | x1 = 0 | x2 = 0

32381) d = 28.09 | x1 = 0 | x2 = 0

32382) d = 28.09 | x1 = 0 | x2 = 0

32383) d = 28.09 | x1 = 0 | x2 = 0

32384) d = 28.09 | x1 = 0 | x2 = 0

32385) d = 28.09 | x1 = 0 | x2 = 0

32386) d = 28.09 | x1 = 0 | x2 = 0

32387) d = 28.09 | x1 = 0 | x2 = 0

32388) d = 28.09 | x1 = 0 | x2 = 0

32389) d = 28.09 | x1 = 0 | x2 = 0

32390) d = 28.09 | x1 = 0 | x2 = 0

32391) d = 28.09 | x1 = 0 | x2 = 0

32392) d = 28.09 | x1 = 0 | x2 = 0

32393) d = 28.09 | x1 = 0 | x2 = 0

32394) d = 28.09 | x1 = 0 | x2 = 0

32395) d = 28.09 | x1 = 0 | x2 = 0

32396) d = 28.09 | x1 = 0 | x2 = 0

32397) d = 28.09 | x1 = 0 | x2 = 0

32398) d = 28.09 | x1 = 0 | x2 = 0

32399) d = 28.09 | x1 = 0 | x2 = 0

32400) d = 28.09 | x1 = 0 | x2 = 0

32401) d = 28.09 | x1 = 0 | x2 = 0

32402) d = 28.09 | x1 = 0 | x2 = 0

32403) d = 28.09 | x1 = 0 | x2 = 0

32404) d = 28.09 | x1 = 0 | x2 = 0

32405) d = 28.09 | x1 = 0 | x2 = 0

32406) d = 28.09 | x1 = 0 | x2 = 0

32407) d = 28.09 | x1 = 0 | x2 = 0

32408) d = 28.09 | x1 = 0 | x2 = 0

32409) d = 28.09 | x1 = 0 | x2 = 0

32410) d = 28.09 | x1 = 0 | x2 = 0

32411) d = 28.09 | x1 = 0 | x2 = 0

32412) d = 28.09 | x1 = 0 | x2 = 0

32413) d = 28.09 | x1 = 0 | x2 = 0

32414) d = 28.09 | x1 = 0 | x2 = 0

32415) d = 29.16 | x1 = 0 | x2 = 0

32416) d = 29.16 | x1 = 0 | x2 = 0

32417) d = 29.16 | x1 = 0 | x2 = 0

32418) d = 29.16 | x1 = 0 | x2 = 0

32419) d = 29.16 | x1 = 0 | x2 = 0

32420) d = 29.16 | x1 = 0 | x2 = 0

32421) d = 29.16 | x1 = 0 | x2 = 0

32422) d = 29.16 | x1 = 0 | x2 = 0

32423) d = 29.16 | x1 = 0 | x2 = 0

32424) d = 29.16 | x1 = 0 | x2 = 0

32425) d = 29.16 | x1 = 0 | x2 = 0

32426) d = 29.16 | x1 = 0 | x2 = 0

32427) d = 29.16 | x1 = 0 | x2 = 0

32428) d = 29.16 | x1 = 0 | x2 = 0

32429) d = 29.16 | x1 = 0 | x2 = 0

32430) d = 29.16 | x1 = 0 | x2 = 0

32431) d = 29.16 | x1 = 0 | x2 = 0

32432) d = 29.16 | x1 = 0 | x2 = 0

32433) d = 29.16 | x1 = 0 | x2 = 0

32434) d = 29.16 | x1 = 0 | x2 = 0

32435) d = 29.16 | x1 = 0 | x2 = 0

32436) d = 29.16 | x1 = 0 | x2 = 0

32437) d = 29.16 | x1 = 0 | x2 = 0

32438) d = 29.16 | x1 = 0 | x2 = 0

32439) d = 29.16 | x1 = 0 | x2 = 0

32440) d = 29.16 | x1 = 0 | x2 = 0

32441) d = 29.16 | x1 = 0 | x2 = 0

32442) d = 29.16 | x1 = 0 | x2 = 0

32443) d = 29.16 | x1 = 0 | x2 = 0

32444) d = 29.16 | x1 = 0 | x2 = 0

32445) d = 29.16 | x1 = 0 | x2 = 0

32446) d = 29.16 | x1 = 0 | x2 = 0

32447) d = 29.16 | x1 = 0 | x2 = 0

32448) d = 29.16 | x1 = 0 | x2 = 0

32449) d = 29.16 | x1 = 0 | x2 = 0

32450) d = 29.16 | x1 = 0 | x2 = 0

32451) d = 29.16 | x1 = 0 | x2 = 0

32452) d = 29.16 | x1 = 0 | x2 = 0

32453) d = 29.16 | x1 = 0 | x2 = 0

32454) d = 29.16 | x1 = 0 | x2 = 0

32455) d = 29.16 | x1 = 0 | x2 = 0

32456) d = 29.16 | x1 = 0 | x2 = 0

32457) d = 29.16 | x1 = 0 | x2 = 0

32458) d = 29.16 | x1 = 0 | x2 = 0

32459) d = 29.16 | x1 = 0 | x2 = 0

32460) d = 29.16 | x1 = 0 | x2 = 0

32461) d = 29.16 | x1 = 0 | x2 = 0

32462) d = 29.16 | x1 = 0 | x2 = 0

32463) d = 29.16 | x1 = 0 | x2 = 0

32464) d = 29.16 | x1 = 0 | x2 = 0

32465) d = 29.16 | x1 = 0 | x2 = 0

32466) d = 29.16 | x1 = 0 | x2 = 0

32467) d = 29.16 | x1 = 0 | x2 = 0

32468) d = 29.16 | x1 = 0 | x2 = 0

32469) d = 29.16 | x1 = 0 | x2 = 0

32470) d = 29.16 | x1 = 0 | x2 = 0

32471) d = 29.16 | x1 = 0 | x2 = 0

32472) d = 29.16 | x1 = 0 | x2 = 0

32473) d = 29.16 | x1 = 0 | x2 = 0

32474) d = 29.16 | x1 = 0 | x2 = 0

32475) d = 29.16 | x1 = 0 | x2 = 0

32476) d = 29.16 | x1 = 0 | x2 = 0

32477) d = 29.16 | x1 = 0 | x2 = 0

32478) d = 29.16 | x1 = 0 | x2 = 0

32479) d = 29.16 | x1 = 0 | x2 = 0

32480) d = 29.16 | x1 = 0 | x2 = 0

32481) d = 29.16 | x1 = 0 | x2 = 0

32482) d = 29.16 | x1 = 0 | x2 = 0

32483) d = 29.16 | x1 = 0 | x2 = 0

32484) d = 29.16 | x1 = 0 | x2 = 0

32485) d = 29.16 | x1 = 0 | x2 = 0

32486) d = 29.16 | x1 = 0 | x2 = 0

32487) d = 29.16 | x1 = 0 | x2 = 0

32488) d = 29.16 | x1 = 0 | x2 = 0

32489) d = 29.16 | x1 = 0 | x2 = 0

32490) d = 29.16 | x1 = 0 | x2 = 0

32491) d = 29.16 | x1 = 0 | x2 = 0

32492) d = 29.16 | x1 = 0 | x2 = 0

32493) d = 29.16 | x1 = 0 | x2 = 0

32494) d = 29.16 | x1 = 0 | x2 = 0

32495) d = 29.16 | x1 = 0 | x2 = 0

32496) d = 29.16 | x1 = 0 | x2 = 0

32497) d = 29.16 | x1 = 0 | x2 = 0

32498) d = 29.16 | x1 = 0 | x2 = 0

32499) d = 29.16 | x1 = 0 | x2 = 0

32500) d = 29.16 | x1 = 0 | x2 = 0

32501) d = 29.16 | x1 = 0 | x2 = 0

32502) d = 29.16 | x1 = 0 | x2 = 0

32503) d = 29.16 | x1 = 0 | x2 = 0

32504) d = 29.16 | x1 = 0 | x2 = 0

32505) d = 29.16 | x1 = 0 | x2 = 0

32506) d = 29.16 | x1 = 0 | x2 = 0

32507) d = 29.16 | x1 = 0 | x2 = 0

32508) d = 29.16 | x1 = 0 | x2 = 0

32509) d = 29.16 | x1 = 0 | x2 = 0

32510) d = 29.16 | x1 = 0 | x2 = 0

32511) d = 29.16 | x1 = 0 | x2 = 0

32512) d = 29.16 | x1 = 0 | x2 = 0

32513) d = 29.16 | x1 = 0 | x2 = 0

32514) d = 29.16 | x1 = 0 | x2 = 0

32515) d = 29.16 | x1 = 0 | x2 = 0

32516) d = 29.16 | x1 = 0 | x2 = 0

32517) d = 29.16 | x1 = 0 | x2 = 0

32518) d = 29.16 | x1 = 0 | x2 = 0

32519) d = 29.16 | x1 = 0 | x2 = 0

32520) d = 29.16 | x1 = 0 | x2 = 0

32521) d = 29.16 | x1 = 0 | x2 = 0

32522) d = 29.16 | x1 = 0 | x2 = 0

32523) d = 29.16 | x1 = 0 | x2 = 0

32524) d = 29.16 | x1 = 0 | x2 = 0

32525) d = 29.16 | x1 = 0 | x2 = 0

32526) d = 29.16 | x1 = 0 | x2 = 0

32527) d = 29.16 | x1 = 0 | x2 = 0

32528) d = 29.16 | x1 = 0 | x2 = 0

32529) d = 29.16 | x1 = 0 | x2 = 0

32530) d = 29.16 | x1 = 0 | x2 = 0

32531) d = 29.16 | x1 = 0 | x2 = 0

32532) d = 29.16 | x1 = 0 | x2 = 0

32533) d = 29.16 | x1 = 0 | x2 = 0

32534) d = 29.16 | x1 = 0 | x2 = 0

32535) d = 29.16 | x1 = 0 | x2 = 0

