1) d = 81 | x1 = -1.0 | x2 = 0
10051) d = 129.96 | x1 = 3.56 | x2 = -1.0

10052) d = 40.96 | x1 = 2.56 | x2 = 0

10053) d = 39.69 | x1 = 2.52 | x2 = 0

10054) d = 38.44 | x1 = 2.48 | x2 = 0

10055) d = 123.21 | x1 = 3.44 | x2 = -1.0

10056) d = 37.21 | x1 = 2.44 | x2 = 0

10057) d = 121.0 | x1 = 3.4 | x2 = -1.0

10058) d = 100.0 | x1 = 3.2 | x2 = -0.8

10059) d = 81.0 | x1 = 3.0 | x2 = -0.6

10060) d = 64.0 | x1 = 2.8 | x2 = -0.4

10061) d = 49.0 | x1 = 2.6 | x2 = -0.2

10062) d = 36.0 | x1 = 2.4 | x2 = 0

10063) d = 25.0 | x1 = 2.2 | x2 = 0.2

10064) d = 16.0 | x1 = 2.0 | x2 = 0.4

10065) d = 9.0 | x1 = 1.8 | x2 = 0.6

10066) d = 4.0 | x1 = 1.6 | x2 = 0.8

10067) d = 1.0 | x1 = 1.4 | x2 = 1.0

10068) d = 0.0 | x1 = 1.2 | x2 = 1.2

10069) d = 33.64 | x1 = 2.32 | x2 = 0

10070) d = 110.25 | x1 = 3.2 | x2 = -1.0

10071) d = 90.25 | x1 = 3.0 | x2 = -0.8

10072) d = 72.25 | x1 = 2.8 | x2 = -0.6

10073) d = 56.25 | x1 = 2.6 | x2 = -0.4

10074) d = 42.25 | x1 = 2.4 | x2 = -0.2

10075) d = 30.25 | x1 = 2.2 | x2 = 0

10076) d = 20.25 | x1 = 2.0 | x2 = 0.2

10077) d = 12.25 | x1 = 1.8 | x2 = 0.4

10078) d = 6.25 | x1 = 1.6 | x2 = 0.6

10079) d = 2.25 | x1 = 1.4 | x2 = 0.8

10080) d = 0.25 | x1 = 1.2 | x2 = 1.0

10081) d = 108.16 | x1 = 3.16 | x2 = -1.0

10082) d = 29.16 | x1 = 2.16 | x2 = 0

10083) d = 28.09 | x1 = 2.12 | x2 = 0

10084) d = 27.04 | x1 = 2.08 | x2 = 0

10085) d = 102.01 | x1 = 3.04 | x2 = -1.0

10086) d = 26.01 | x1 = 2.04 | x2 = 0

10087) d = 100.0 | x1 = 3.0 | x2 = -1.0

10088) d = 81.0 | x1 = 2.8 | x2 = -0.8

10089) d = 64.0 | x1 = 2.6 | x2 = -0.6

10090) d = 49.0 | x1 = 2.4 | x2 = -0.4

10091) d = 36.0 | x1 = 2.2 | x2 = -0.2

10092) d = 25.0 | x1 = 2.0 | x2 = 0

10093) d = 16.0 | x1 = 1.8 | x2 = 0.2

10094) d = 9.0 | x1 = 1.6 | x2 = 0.4

10095) d = 4.0 | x1 = 1.4 | x2 = 0.6

10096) d = 1.0 | x1 = 1.2 | x2 = 0.8

10097) d = 0.0 | x1 = 1.0 | x2 = 1.0

10098) d = 98.01 | x1 = 2.96 | x2 = -1.0

10099) d = 23.04 | x1 = 1.92 | x2 = 0

10100) d = 106.09 | x1 = 3.0 | x2 = -1.12

10101) d = 92.16 | x1 = 2.84 | x2 = -1.0

10102) d = 110.25 | x1 = 3.0 | x2 = -1.2

10103) d = 90.25 | x1 = 2.8 | x2 = -1.0

10104) d = 72.25 | x1 = 2.6 | x2 = -0.8

10105) d = 56.25 | x1 = 2.4 | x2 = -0.6

10106) d = 42.25 | x1 = 2.2 | x2 = -0.4

10107) d = 30.25 | x1 = 2.0 | x2 = -0.2

10108) d = 20.25 | x1 = 1.8 | x2 = 0

10109) d = 12.25 | x1 = 1.6 | x2 = 0.2

10110) d = 6.25 | x1 = 1.4 | x2 = 0.4

10111) d = 2.25 | x1 = 1.2 | x2 = 0.6

10112) d = 0.25 | x1 = 1.0 | x2 = 0.8

10113) d = 18.49 | x1 = 1.72 | x2 = 0

10114) d = 16.81 | x1 = 1.64 | x2 = 0

10115) d = 100.0 | x1 = 2.8 | x2 = -1.2

10116) d = 81.0 | x1 = 2.6 | x2 = -1.0

10117) d = 64.0 | x1 = 2.4 | x2 = -0.8

10118) d = 49.0 | x1 = 2.2 | x2 = -0.6

10119) d = 36.0 | x1 = 2.0 | x2 = -0.4

10120) d = 25.0 | x1 = 1.8 | x2 = -0.2

10121) d = 16.0 | x1 = 1.6 | x2 = 0

10122) d = 9.0 | x1 = 1.4 | x2 = 0.2

10123) d = 4.0 | x1 = 1.2 | x2 = 0.4

10124) d = 1.0 | x1 = 1.0 | x2 = 0.6

10125) d = 0.0 | x1 = 0.8 | x2 = 0.8

10126) d = 79.21 | x1 = 2.56 | x2 = -1.0

10127) d = 15.21 | x1 = 1.56 | x2 = 0

10128) d = 14.44 | x1 = 1.52 | x2 = 0

10129) d = 13.69 | x1 = 1.48 | x2 = 0

10130) d = 73.96 | x1 = 2.44 | x2 = -1.0

10131) d = 40.96 | x1 = 2.0 | x2 = -0.56

10132) d = 12.96 | x1 = 1.44 | x2 = 0

10133) d = 90.25 | x1 = 2.6 | x2 = -1.2

10134) d = 72.25 | x1 = 2.4 | x2 = -1.0

10135) d = 56.25 | x1 = 2.2 | x2 = -0.8

10136) d = 42.25 | x1 = 2.0 | x2 = -0.6

10137) d = 30.25 | x1 = 1.8 | x2 = -0.4

10138) d = 20.25 | x1 = 1.6 | x2 = -0.2

10139) d = 12.25 | x1 = 1.4 | x2 = 0

10140) d = 6.25 | x1 = 1.2 | x2 = 0.2

10141) d = 2.25 | x1 = 1.0 | x2 = 0.4

10142) d = 0.25 | x1 = 0.8 | x2 = 0.6

10143) d = 44.89 | x1 = 2.0 | x2 = -0.68

10144) d = 46.24 | x1 = 2.0 | x2 = -0.72

10145) d = 10.24 | x1 = 1.28 | x2 = 0

10146) d = 47.61 | x1 = 2.0 | x2 = -0.76

10147) d = 9.61 | x1 = 1.24 | x2 = 0

10148) d = 81.0 | x1 = 2.4 | x2 = -1.2

10149) d = 64.0 | x1 = 2.2 | x2 = -1.0

10150) d = 49.0 | x1 = 2.0 | x2 = -0.8

10151) d = 36.0 | x1 = 1.8 | x2 = -0.6

10152) d = 25.0 | x1 = 1.6 | x2 = -0.4

10153) d = 16.0 | x1 = 1.4 | x2 = -0.2

10154) d = 9.0 | x1 = 1.2 | x2 = 0

10155) d = 4.0 | x1 = 1.0 | x2 = 0.2

10156) d = 1.0 | x1 = 0.8 | x2 = 0.4

10157) d = 0.0 | x1 = 0.6 | x2 = 0.6

10158) d = 8.41 | x1 = 1.16 | x2 = 0

10159) d = 60.84 | x1 = 2.12 | x2 = -1.0

10160) d = 59.29 | x1 = 2.08 | x2 = -1.0

10161) d = 7.29 | x1 = 1.08 | x2 = 0

10162) d = 57.76 | x1 = 2.04 | x2 = -1.0

10163) d = 6.76 | x1 = 1.04 | x2 = 0

10164) d = 90.25 | x1 = 2.4 | x2 = -1.4

10165) d = 72.25 | x1 = 2.2 | x2 = -1.2

10166) d = 56.25 | x1 = 2.0 | x2 = -1.0

10167) d = 42.25 | x1 = 1.8 | x2 = -0.8

10168) d = 30.25 | x1 = 1.6 | x2 = -0.6

10169) d = 20.25 | x1 = 1.4 | x2 = -0.4

10170) d = 12.25 | x1 = 1.2 | x2 = -0.2

10171) d = 6.25 | x1 = 1.0 | x2 = 0

10172) d = 2.25 | x1 = 0.8 | x2 = 0.2

10173) d = 0.25 | x1 = 0.6 | x2 = 0.4

10174) d = 5.76 | x1 = 0.96 | x2 = 0

10175) d = 59.29 | x1 = 2.0 | x2 = -1.08

10176) d = 53.29 | x1 = 1.92 | x2 = -1.0

10177) d = 81.0 | x1 = 2.2 | x2 = -1.4

10178) d = 64.0 | x1 = 2.0 | x2 = -1.2

10179) d = 49.0 | x1 = 1.8 | x2 = -1.0

10180) d = 36.0 | x1 = 1.6 | x2 = -0.8

10181) d = 25.0 | x1 = 1.4 | x2 = -0.6

10182) d = 16.0 | x1 = 1.2 | x2 = -0.4

10183) d = 9.0 | x1 = 1.0 | x2 = -0.2

10184) d = 4.0 | x1 = 0.8 | x2 = 0

10185) d = 1.0 | x1 = 0.6 | x2 = 0.2

10186) d = 0.0 | x1 = 0.4 | x2 = 0.4

10187) d = 3.61 | x1 = 0.76 | x2 = 0

10188) d = 46.24 | x1 = 1.72 | x2 = -1.0

10189) d = 10.24 | x1 = 1.0 | x2 = -0.28

10190) d = 3.24 | x1 = 0.72 | x2 = 0

10191) d = 68.89 | x1 = 2.0 | x2 = -1.32

10192) d = 70.56 | x1 = 2.0 | x2 = -1.36

10193) d = 11.56 | x1 = 1.0 | x2 = -0.36

10194) d = 2.56 | x1 = 0.64 | x2 = 0

10195) d = 90.25 | x1 = 2.2 | x2 = -1.6

10196) d = 72.25 | x1 = 2.0 | x2 = -1.4

10197) d = 56.25 | x1 = 1.8 | x2 = -1.2

10198) d = 42.25 | x1 = 1.6 | x2 = -1.0

10199) d = 30.25 | x1 = 1.4 | x2 = -0.8

10200) d = 20.25 | x1 = 1.2 | x2 = -0.6

10201) d = 12.25 | x1 = 1.0 | x2 = -0.4

10202) d = 6.25 | x1 = 0.8 | x2 = -0.2

10203) d = 2.25 | x1 = 0.6 | x2 = 0

10204) d = 0.25 | x1 = 0.4 | x2 = 0.2

10205) d = 73.96 | x1 = 2.0 | x2 = -1.44

10206) d = 40.96 | x1 = 1.56 | x2 = -1.0

10207) d = 75.69 | x1 = 2.0 | x2 = -1.48

10208) d = 39.69 | x1 = 1.52 | x2 = -1.0

10209) d = 1.69 | x1 = 0.52 | x2 = 0

10210) d = 77.44 | x1 = 2.0 | x2 = -1.52

10211) d = 38.44 | x1 = 1.48 | x2 = -1.0

10212) d = 1.44 | x1 = 0.48 | x2 = 0

10213) d = 79.21 | x1 = 2.0 | x2 = -1.56

10214) d = 37.21 | x1 = 1.44 | x2 = -1.0

10215) d = 81.0 | x1 = 2.0 | x2 = -1.6

10216) d = 64.0 | x1 = 1.8 | x2 = -1.4

10217) d = 49.0 | x1 = 1.6 | x2 = -1.2

10218) d = 36.0 | x1 = 1.4 | x2 = -1.0

10219) d = 25.0 | x1 = 1.2 | x2 = -0.8

10220) d = 16.0 | x1 = 1.0 | x2 = -0.6

10221) d = 9.0 | x1 = 0.8 | x2 = -0.4

10222) d = 4.0 | x1 = 0.6 | x2 = -0.2

10223) d = 1.0 | x1 = 0.4 | x2 = 0

10224) d = 0.0 | x1 = 0.2 | x2 = 0.2

10225) d = 82.81 | x1 = 2.0 | x2 = -1.64

10226) d = 34.81 | x1 = 1.36 | x2 = -1.0

10227) d = 0.81 | x1 = 0.36 | x2 = 0

10228) d = 17.64 | x1 = 1.0 | x2 = -0.68

10229) d = 0.64 | x1 = 0.32 | x2 = 0

10230) d = 32.49 | x1 = 1.28 | x2 = -1.0

10231) d = 18.49 | x1 = 1.0 | x2 = -0.72

10232) d = 19.36 | x1 = 1.0 | x2 = -0.76

10233) d = 0.36 | x1 = 0.24 | x2 = 0

10234) d = 90.25 | x1 = 2.0 | x2 = -1.8

10235) d = 72.25 | x1 = 1.8 | x2 = -1.6

10236) d = 56.25 | x1 = 1.6 | x2 = -1.4

10237) d = 42.25 | x1 = 1.4 | x2 = -1.2

10238) d = 30.25 | x1 = 1.2 | x2 = -1.0

10239) d = 20.25 | x1 = 1.0 | x2 = -0.8

10240) d = 12.25 | x1 = 0.8 | x2 = -0.6

10241) d = 6.25 | x1 = 0.6 | x2 = -0.4

10242) d = 2.25 | x1 = 0.4 | x2 = -0.2

10243) d = 0.25 | x1 = 0.2 | x2 = 0

10244) d = 0.16 | x1 = 0.16 | x2 = 0

10245) d = 0.09 | x1 = 0.12 | x2 = 0

10246) d = 27.04 | x1 = 1.08 | x2 = -1.0

10247) d = 0.04 | x1 = 0.08 | x2 = 0

10248) d = 0.01 | x1 = 0.04 | x2 = 0

10249) d = 81.0 | x1 = 1.8 | x2 = -1.8

10250) d = 64.0 | x1 = 1.6 | x2 = -1.6

10251) d = 49.0 | x1 = 1.4 | x2 = -1.4

10252) d = 36.0 | x1 = 1.2 | x2 = -1.2

10253) d = 25.0 | x1 = 1.0 | x2 = -1.0

10254) d = 16.0 | x1 = 0.8 | x2 = -0.8

10255) d = 9.0 | x1 = 0.6 | x2 = -0.6

10256) d = 4.0 | x1 = 0.4 | x2 = -0.4

10257) d = 1.0 | x1 = 0.2 | x2 = -0.2

10258) d = 0.0 | x1 = 0 | x2 = 0

10259) d = 0.01 | x1 = 0 | x2 = -0.04

10260) d = 27.04 | x1 = 1.0 | x2 = -1.08

10261) d = 0.04 | x1 = 0 | x2 = -0.08

10262) d = 0.09 | x1 = 0 | x2 = -0.12

10263) d = 0.16 | x1 = 0 | x2 = -0.16

10264) d = 90.25 | x1 = 1.8 | x2 = -2.0

10265) d = 72.25 | x1 = 1.6 | x2 = -1.8

10266) d = 56.25 | x1 = 1.4 | x2 = -1.6

10267) d = 42.25 | x1 = 1.2 | x2 = -1.4

10268) d = 30.25 | x1 = 1.0 | x2 = -1.2

10269) d = 20.25 | x1 = 0.8 | x2 = -1.0

10270) d = 12.25 | x1 = 0.6 | x2 = -0.8

10271) d = 6.25 | x1 = 0.4 | x2 = -0.6

10272) d = 2.25 | x1 = 0.2 | x2 = -0.4

10273) d = 0.25 | x1 = 0 | x2 = -0.2

10274) d = 19.36 | x1 = 0.76 | x2 = -1.0

10275) d = 0.36 | x1 = 0 | x2 = -0.24

10276) d = 32.49 | x1 = 1.0 | x2 = -1.28

10277) d = 18.49 | x1 = 0.72 | x2 = -1.0

10278) d = 17.64 | x1 = 0.68 | x2 = -1.0

10279) d = 0.64 | x1 = 0 | x2 = -0.32

10280) d = 82.81 | x1 = 1.64 | x2 = -2.0

10281) d = 34.81 | x1 = 1.0 | x2 = -1.36

10282) d = 0.81 | x1 = 0 | x2 = -0.36

10283) d = 81.0 | x1 = 1.6 | x2 = -2.0

10284) d = 64.0 | x1 = 1.4 | x2 = -1.8

10285) d = 49.0 | x1 = 1.2 | x2 = -1.6

10286) d = 36.0 | x1 = 1.0 | x2 = -1.4

10287) d = 25.0 | x1 = 0.8 | x2 = -1.2

10288) d = 16.0 | x1 = 0.6 | x2 = -1.0

10289) d = 9.0 | x1 = 0.4 | x2 = -0.8

10290) d = 4.0 | x1 = 0.2 | x2 = -0.6

10291) d = 1.0 | x1 = 0 | x2 = -0.4

10292) d = 0.0 | x1 = -0.2 | x2 = -0.2

10293) d = 79.21 | x1 = 1.56 | x2 = -2.0

10294) d = 37.21 | x1 = 1.0 | x2 = -1.44

10295) d = 77.44 | x1 = 1.52 | x2 = -2.0

10296) d = 38.44 | x1 = 1.0 | x2 = -1.48

10297) d = 1.44 | x1 = 0 | x2 = -0.48

10298) d = 75.69 | x1 = 1.48 | x2 = -2.0

10299) d = 39.69 | x1 = 1.0 | x2 = -1.52

10300) d = 1.69 | x1 = 0 | x2 = -0.52

10301) d = 73.96 | x1 = 1.44 | x2 = -2.0

10302) d = 40.96 | x1 = 1.0 | x2 = -1.56

10303) d = 90.25 | x1 = 1.6 | x2 = -2.2

10304) d = 72.25 | x1 = 1.4 | x2 = -2.0

10305) d = 56.25 | x1 = 1.2 | x2 = -1.8

10306) d = 42.25 | x1 = 1.0 | x2 = -1.6

10307) d = 30.25 | x1 = 0.8 | x2 = -1.4

10308) d = 20.25 | x1 = 0.6 | x2 = -1.2

10309) d = 12.25 | x1 = 0.4 | x2 = -1.0

10310) d = 6.25 | x1 = 0.2 | x2 = -0.8

10311) d = 2.25 | x1 = 0 | x2 = -0.6

10312) d = 0.25 | x1 = -0.2 | x2 = -0.4

10313) d = 70.56 | x1 = 1.36 | x2 = -2.0

10314) d = 11.56 | x1 = 0.36 | x2 = -1.0

10315) d = 2.56 | x1 = 0 | x2 = -0.64

10316) d = 68.89 | x1 = 1.32 | x2 = -2.0

10317) d = 46.24 | x1 = 1.0 | x2 = -1.72

10318) d = 10.24 | x1 = 0.28 | x2 = -1.0

10319) d = 3.24 | x1 = 0 | x2 = -0.72

10320) d = 3.61 | x1 = 0 | x2 = -0.76

10321) d = 81.0 | x1 = 1.4 | x2 = -2.2

10322) d = 64.0 | x1 = 1.2 | x2 = -2.0

10323) d = 49.0 | x1 = 1.0 | x2 = -1.8

10324) d = 36.0 | x1 = 0.8 | x2 = -1.6

10325) d = 25.0 | x1 = 0.6 | x2 = -1.4

10326) d = 16.0 | x1 = 0.4 | x2 = -1.2

10327) d = 9.0 | x1 = 0.2 | x2 = -1.0

10328) d = 4.0 | x1 = 0 | x2 = -0.8

10329) d = 1.0 | x1 = -0.2 | x2 = -0.6

10330) d = 0.0 | x1 = -0.4 | x2 = -0.4

10331) d = 59.29 | x1 = 1.08 | x2 = -2.0

10332) d = 53.29 | x1 = 1.0 | x2 = -1.92

10333) d = 5.76 | x1 = 0 | x2 = -0.96

10334) d = 90.25 | x1 = 1.4 | x2 = -2.4

10335) d = 72.25 | x1 = 1.2 | x2 = -2.2

10336) d = 56.25 | x1 = 1.0 | x2 = -2.0

10337) d = 42.25 | x1 = 0.8 | x2 = -1.8

10338) d = 30.25 | x1 = 0.6 | x2 = -1.6

10339) d = 20.25 | x1 = 0.4 | x2 = -1.4

10340) d = 12.25 | x1 = 0.2 | x2 = -1.2

10341) d = 6.25 | x1 = 0 | x2 = -1.0

10342) d = 2.25 | x1 = -0.2 | x2 = -0.8

10343) d = 0.25 | x1 = -0.4 | x2 = -0.6

10344) d = 57.76 | x1 = 1.0 | x2 = -2.04

10345) d = 6.76 | x1 = 0 | x2 = -1.04

10346) d = 59.29 | x1 = 1.0 | x2 = -2.08

10347) d = 7.29 | x1 = 0 | x2 = -1.08

10348) d = 60.84 | x1 = 1.0 | x2 = -2.12

10349) d = 8.41 | x1 = 0 | x2 = -1.16

10350) d = 81.0 | x1 = 1.2 | x2 = -2.4

10351) d = 64.0 | x1 = 1.0 | x2 = -2.2

10352) d = 49.0 | x1 = 0.8 | x2 = -2.0

10353) d = 36.0 | x1 = 0.6 | x2 = -1.8

10354) d = 25.0 | x1 = 0.4 | x2 = -1.6

10355) d = 16.0 | x1 = 0.2 | x2 = -1.4

10356) d = 9.0 | x1 = 0 | x2 = -1.2

10357) d = 4.0 | x1 = -0.2 | x2 = -1.0

10358) d = 1.0 | x1 = -0.4 | x2 = -0.8

10359) d = 0.0 | x1 = -0.6 | x2 = -0.6

10360) d = 47.61 | x1 = 0.76 | x2 = -2.0

10361) d = 9.61 | x1 = 0 | x2 = -1.24

10362) d = 46.24 | x1 = 0.72 | x2 = -2.0

10363) d = 10.24 | x1 = 0 | x2 = -1.28

10364) d = 44.89 | x1 = 0.68 | x2 = -2.0

10365) d = 90.25 | x1 = 1.2 | x2 = -2.6

10366) d = 72.25 | x1 = 1.0 | x2 = -2.4

10367) d = 56.25 | x1 = 0.8 | x2 = -2.2

10368) d = 42.25 | x1 = 0.6 | x2 = -2.0

10369) d = 30.25 | x1 = 0.4 | x2 = -1.8

10370) d = 20.25 | x1 = 0.2 | x2 = -1.6

10371) d = 12.25 | x1 = 0 | x2 = -1.4

10372) d = 6.25 | x1 = -0.2 | x2 = -1.2

10373) d = 2.25 | x1 = -0.4 | x2 = -1.0

10374) d = 0.25 | x1 = -0.6 | x2 = -0.8

10375) d = 73.96 | x1 = 1.0 | x2 = -2.44

10376) d = 40.96 | x1 = 0.56 | x2 = -2.0

10377) d = 12.96 | x1 = 0 | x2 = -1.44

10378) d = 13.69 | x1 = 0 | x2 = -1.48

10379) d = 14.44 | x1 = 0 | x2 = -1.52

10380) d = 79.21 | x1 = 1.0 | x2 = -2.56

10381) d = 15.21 | x1 = 0 | x2 = -1.56

10382) d = 100.0 | x1 = 1.2 | x2 = -2.8

10383) d = 81.0 | x1 = 1.0 | x2 = -2.6

10384) d = 64.0 | x1 = 0.8 | x2 = -2.4

10385) d = 49.0 | x1 = 0.6 | x2 = -2.2

10386) d = 36.0 | x1 = 0.4 | x2 = -2.0

10387) d = 25.0 | x1 = 0.2 | x2 = -1.8

10388) d = 16.0 | x1 = 0 | x2 = -1.6

10389) d = 9.0 | x1 = -0.2 | x2 = -1.4

10390) d = 4.0 | x1 = -0.4 | x2 = -1.2

10391) d = 1.0 | x1 = -0.6 | x2 = -1.0

10392) d = 0.0 | x1 = -0.8 | x2 = -0.8

10393) d = 16.81 | x1 = 0 | x2 = -1.64

10394) d = 18.49 | x1 = 0 | x2 = -1.72

10395) d = 110.25 | x1 = 1.2 | x2 = -3.0

10396) d = 90.25 | x1 = 1.0 | x2 = -2.8

10397) d = 72.25 | x1 = 0.8 | x2 = -2.6

10398) d = 56.25 | x1 = 0.6 | x2 = -2.4

10399) d = 42.25 | x1 = 0.4 | x2 = -2.2

10400) d = 30.25 | x1 = 0.2 | x2 = -2.0

10401) d = 20.25 | x1 = 0 | x2 = -1.8

10402) d = 12.25 | x1 = -0.2 | x2 = -1.6

10403) d = 6.25 | x1 = -0.4 | x2 = -1.4

10404) d = 2.25 | x1 = -0.6 | x2 = -1.2

10405) d = 0.25 | x1 = -0.8 | x2 = -1.0

10406) d = 92.16 | x1 = 1.0 | x2 = -2.84

10407) d = 106.09 | x1 = 1.12 | x2 = -3.0

10408) d = 23.04 | x1 = 0 | x2 = -1.92

10409) d = 98.01 | x1 = 1.0 | x2 = -2.96

10410) d = 100.0 | x1 = 1.0 | x2 = -3.0

10411) d = 81.0 | x1 = 0.8 | x2 = -2.8

10412) d = 64.0 | x1 = 0.6 | x2 = -2.6

10413) d = 49.0 | x1 = 0.4 | x2 = -2.4

10414) d = 36.0 | x1 = 0.2 | x2 = -2.2

10415) d = 25.0 | x1 = 0 | x2 = -2.0

10416) d = 16.0 | x1 = -0.2 | x2 = -1.8

10417) d = 9.0 | x1 = -0.4 | x2 = -1.6

10418) d = 4.0 | x1 = -0.6 | x2 = -1.4

10419) d = 1.0 | x1 = -0.8 | x2 = -1.2

10420) d = 0.0 | x1 = -1.0 | x2 = -1.0

10421) d = 102.01 | x1 = 1.0 | x2 = -3.04

10422) d = 26.01 | x1 = 0 | x2 = -2.04

10423) d = 27.04 | x1 = 0 | x2 = -2.08

10424) d = 28.09 | x1 = 0 | x2 = -2.12

10425) d = 108.16 | x1 = 1.0 | x2 = -3.16

10426) d = 29.16 | x1 = 0 | x2 = -2.16

10427) d = 110.25 | x1 = 1.0 | x2 = -3.2

10428) d = 90.25 | x1 = 0.8 | x2 = -3.0

10429) d = 72.25 | x1 = 0.6 | x2 = -2.8

10430) d = 56.25 | x1 = 0.4 | x2 = -2.6

10431) d = 42.25 | x1 = 0.2 | x2 = -2.4

10432) d = 30.25 | x1 = 0 | x2 = -2.2

10433) d = 20.25 | x1 = -0.2 | x2 = -2.0

10434) d = 12.25 | x1 = -0.4 | x2 = -1.8

10435) d = 6.25 | x1 = -0.6 | x2 = -1.6

10436) d = 2.25 | x1 = -0.8 | x2 = -1.4

10437) d = 0.25 | x1 = -1.0 | x2 = -1.2

10438) d = 33.64 | x1 = 0 | x2 = -2.32

10439) d = 121.0 | x1 = 1.0 | x2 = -3.4

10440) d = 100.0 | x1 = 0.8 | x2 = -3.2

10441) d = 81.0 | x1 = 0.6 | x2 = -3.0

10442) d = 64.0 | x1 = 0.4 | x2 = -2.8

10443) d = 49.0 | x1 = 0.2 | x2 = -2.6

10444) d = 36.0 | x1 = 0 | x2 = -2.4

10445) d = 25.0 | x1 = -0.2 | x2 = -2.2

10446) d = 16.0 | x1 = -0.4 | x2 = -2.0

10447) d = 9.0 | x1 = -0.6 | x2 = -1.8

10448) d = 4.0 | x1 = -0.8 | x2 = -1.6

10449) d = 1.0 | x1 = -1.0 | x2 = -1.4

10450) d = 0.0 | x1 = -1.2 | x2 = -1.2

10451) d = 123.21 | x1 = 1.0 | x2 = -3.44

10452) d = 37.21 | x1 = 0 | x2 = -2.44

10453) d = 38.44 | x1 = 0 | x2 = -2.48

10454) d = 39.69 | x1 = 0 | x2 = -2.52

10455) d = 129.96 | x1 = 1.0 | x2 = -3.56

10456) d = 40.96 | x1 = 0 | x2 = -2.56

10457) d = 132.25 | x1 = 1.0 | x2 = -3.6

10458) d = 110.25 | x1 = 0.8 | x2 = -3.4

10459) d = 90.25 | x1 = 0.6 | x2 = -3.2

10460) d = 72.25 | x1 = 0.4 | x2 = -3.0

10461) d = 56.25 | x1 = 0.2 | x2 = -2.8

10462) d = 42.25 | x1 = 0 | x2 = -2.6

10463) d = 30.25 | x1 = -0.2 | x2 = -2.4

10464) d = 20.25 | x1 = -0.4 | x2 = -2.2

10465) d = 12.25 | x1 = -0.6 | x2 = -2.0

10466) d = 6.25 | x1 = -0.8 | x2 = -1.8

10467) d = 2.25 | x1 = -1.0 | x2 = -1.6

10468) d = 0.25 | x1 = -1.2 | x2 = -1.4

10469) d = 44.89 | x1 = 0 | x2 = -2.68

10470) d = 121.0 | x1 = 0.8 | x2 = -3.6

10471) d = 100.0 | x1 = 0.6 | x2 = -3.4

10472) d = 81.0 | x1 = 0.4 | x2 = -3.2

10473) d = 64.0 | x1 = 0.2 | x2 = -3.0

10474) d = 49.0 | x1 = 0 | x2 = -2.8

10475) d = 36.0 | x1 = -0.2 | x2 = -2.6

10476) d = 25.0 | x1 = -0.4 | x2 = -2.4

10477) d = 16.0 | x1 = -0.6 | x2 = -2.2

10478) d = 9.0 | x1 = -0.8 | x2 = -2.0

10479) d = 4.0 | x1 = -1.0 | x2 = -1.8

10480) d = 1.0 | x1 = -1.2 | x2 = -1.6

10481) d = 0.0 | x1 = -1.4 | x2 = -1.4

10482) d = 50.41 | x1 = 0 | x2 = -2.84

10483) d = 51.84 | x1 = 0 | x2 = -2.88

10484) d = 53.29 | x1 = 0 | x2 = -2.92

10485) d = 5.29 | x1 = -1.0 | x2 = -1.92

10486) d = 54.76 | x1 = 0 | x2 = -2.96

10487) d = 132.25 | x1 = 0.8 | x2 = -3.8

10488) d = 110.25 | x1 = 0.6 | x2 = -3.6

10489) d = 90.25 | x1 = 0.4 | x2 = -3.4

10490) d = 72.25 | x1 = 0.2 | x2 = -3.2

10491) d = 56.25 | x1 = 0 | x2 = -3.0

10492) d = 42.25 | x1 = -0.2 | x2 = -2.8

10493) d = 30.25 | x1 = -0.4 | x2 = -2.6

10494) d = 20.25 | x1 = -0.6 | x2 = -2.4

10495) d = 12.25 | x1 = -0.8 | x2 = -2.2

10496) d = 6.25 | x1 = -1.0 | x2 = -2.0

10497) d = 2.25 | x1 = -1.2 | x2 = -1.8

10498) d = 0.25 | x1 = -1.4 | x2 = -1.6

10499) d = 57.76 | x1 = 0 | x2 = -3.04

10500) d = 59.29 | x1 = 0 | x2 = -3.08

10501) d = 60.84 | x1 = 0 | x2 = -3.12

10502) d = 62.41 | x1 = 0 | x2 = -3.16

10503) d = 144.0 | x1 = 0.8 | x2 = -4.0

10504) d = 121.0 | x1 = 0.6 | x2 = -3.8

10505) d = 100.0 | x1 = 0.4 | x2 = -3.6

10506) d = 81.0 | x1 = 0.2 | x2 = -3.4

10507) d = 64.0 | x1 = 0 | x2 = -3.2

