1) a = -9 | b = -9 | c = 0
10540) a = 2.5 | b = 9 | c = 5.6

10541) a = 2.5 | b = 9 | c = 6.5

10542) a = 2.5 | b = 9 | c = 7.2

10543) a = 2.5 | b = 9 | c = 7.7

10544) a = 2.5 | b = 9 | c = 8

10545) a = 2.5 | b = 9 | c = 8.1

10546) a = 2.6 | b = -7.8 | c = 0

10547) a = 2.6 | b = -6.5 | c = 0

10548) a = 2.6 | b = -5.2 | c = -7.8

10549) a = 2.6 | b = -5.2 | c = 0

10550) a = 2.6 | b = -5.2 | c = 2.6

10551) a = 2.6 | b = -3.9 | c = -2.6

10552) a = 2.6 | b = -3.9 | c = 0

10553) a = 2.6 | b = -2.6 | c = 0

10554) a = 2.6 | b = -1.3 | c = -7.8

10555) a = 2.6 | b = -1.3 | c = -3.9

10556) a = 2.6 | b = -1.3 | c = 0

10557) a = 2.6 | b = 0 | c = -2.6

10558) a = 2.6 | b = 0 | c = 0

10559) a = 2.6 | b = 1.3 | c = -7.8

10560) a = 2.6 | b = 1.3 | c = -3.9

10561) a = 2.6 | b = 1.3 | c = 0

10562) a = 2.6 | b = 2.6 | c = 0

10563) a = 2.6 | b = 3.9 | c = -2.6

10564) a = 2.6 | b = 3.9 | c = 0

10565) a = 2.6 | b = 5.2 | c = -7.8

10566) a = 2.6 | b = 5.2 | c = 0

10567) a = 2.6 | b = 5.2 | c = 2.6

10568) a = 2.6 | b = 6.5 | c = 0

10569) a = 2.6 | b = 7.8 | c = 0

10570) a = 2.7 | b = -5.4 | c = 0

10571) a = 2.7 | b = -5.4 | c = 2.7

10572) a = 2.7 | b = -2.7 | c = 0

10573) a = 2.7 | b = 0 | c = -2.7

10574) a = 2.7 | b = 0 | c = 0

10575) a = 2.7 | b = 2.7 | c = 0

10576) a = 2.7 | b = 5.4 | c = 0

10577) a = 2.7 | b = 5.4 | c = 2.7

10578) a = 2.8 | b = -7 | c = 0

10579) a = 2.8 | b = -7 | c = 2.8

10580) a = 2.8 | b = -6.3 | c = 0

10581) a = 2.8 | b = -5.6 | c = 0

10582) a = 2.8 | b = -5.6 | c = 2.8

10583) a = 2.8 | b = -4.2 | c = -2.8

10584) a = 2.8 | b = -3.5 | c = -6.3

10585) a = 2.8 | b = -3.5 | c = 0

10586) a = 2.8 | b = -3.5 | c = 0.7

10587) a = 2.8 | b = -2.8 | c = 0

10588) a = 2.8 | b = -2.8 | c = 0.7

10589) a = 2.8 | b = -2.1 | c = -7

10590) a = 2.8 | b = -2.1 | c = -0.7

10591) a = 2.8 | b = -1.4 | c = 0

10592) a = 2.8 | b = -0.7 | c = -3.5

10593) a = 2.8 | b = -0.7 | c = 0

10594) a = 2.8 | b = 0 | c = -2.8

10595) a = 2.8 | b = 0 | c = -0.7

10596) a = 2.8 | b = 0 | c = 0

10597) a = 2.8 | b = 0.7 | c = -3.5

10598) a = 2.8 | b = 0.7 | c = 0

10599) a = 2.8 | b = 1.4 | c = 0

10600) a = 2.8 | b = 2.1 | c = -7

10601) a = 2.8 | b = 2.1 | c = -0.7

10602) a = 2.8 | b = 2.8 | c = 0

10603) a = 2.8 | b = 2.8 | c = 0.7

10604) a = 2.8 | b = 3.5 | c = -6.3

10605) a = 2.8 | b = 3.5 | c = 0

10606) a = 2.8 | b = 3.5 | c = 0.7

10607) a = 2.8 | b = 4.2 | c = -2.8

10608) a = 2.8 | b = 5.6 | c = 0

10609) a = 2.8 | b = 5.6 | c = 2.8

10610) a = 2.8 | b = 6.3 | c = 0

10611) a = 2.8 | b = 7 | c = 0

10612) a = 2.8 | b = 7 | c = 2.8

10613) a = 2.9 | b = -8.7 | c = 0

10614) a = 2.9 | b = -5.8 | c = -8.7

10615) a = 2.9 | b = -5.8 | c = 0

10616) a = 2.9 | b = -5.8 | c = 2.9

10617) a = 2.9 | b = -2.9 | c = 0

10618) a = 2.9 | b = 0 | c = -2.9

10619) a = 2.9 | b = 0 | c = 0

10620) a = 2.9 | b = 2.9 | c = 0

10621) a = 2.9 | b = 5.8 | c = -8.7

10622) a = 2.9 | b = 5.8 | c = 0

10623) a = 2.9 | b = 5.8 | c = 2.9

10624) a = 2.9 | b = 8.7 | c = 0

10625) a = 3 | b = -9 | c = 0

10626) a = 3 | b = -9 | c = 6

10627) a = 3 | b = -8.7 | c = -5.1

10628) a = 3 | b = -8.7 | c = 0

10629) a = 3 | b = -7.8 | c = 0

10630) a = 3 | b = -7.5 | c = -4.5

10631) a = 3 | b = -7.5 | c = 0

10632) a = 3 | b = -7.5 | c = 3

10633) a = 3 | b = -7.5 | c = 4.5

10634) a = 3 | b = -7.2 | c = 0

10635) a = 3 | b = -6.3 | c = 0

10636) a = 3 | b = -6 | c = -9

10637) a = 3 | b = -6 | c = 0

10638) a = 3 | b = -6 | c = 3

10639) a = 3 | b = -5.4 | c = 0

10640) a = 3 | b = -5.1 | c = 0

10641) a = 3 | b = -4.5 | c = -7.5

10642) a = 3 | b = -4.5 | c = -3

10643) a = 3 | b = -4.5 | c = 0

10644) a = 3 | b = -4.5 | c = 1.5

10645) a = 3 | b = -4.2 | c = -3.6

10646) a = 3 | b = -3.9 | c = -9

10647) a = 3 | b = -3.9 | c = 0

10648) a = 3 | b = -3.6 | c = 0

10649) a = 3 | b = -3 | c = -6

10650) a = 3 | b = -3 | c = 0

10651) a = 3 | b = -2.7 | c = 0

10652) a = 3 | b = -2.4 | c = -5.4

10653) a = 3 | b = -2.1 | c = -7.8

10654) a = 3 | b = -2.1 | c = -5.1

10655) a = 3 | b = -2.1 | c = -0.9

10656) a = 3 | b = -1.8 | c = 0

10657) a = 3 | b = -1.5 | c = -9

10658) a = 3 | b = -1.5 | c = -4.5

10659) a = 3 | b = -1.5 | c = -1.5

10660) a = 3 | b = -1.5 | c = 0

10661) a = 3 | b = -0.9 | c = -8.1

10662) a = 3 | b = -0.9 | c = -3.9

10663) a = 3 | b = -0.9 | c = 0

10664) a = 3 | b = 0 | c = -3

10665) a = 3 | b = 0 | c = 0

10666) a = 3 | b = 0.9 | c = -8.1

10667) a = 3 | b = 0.9 | c = -3.9

10668) a = 3 | b = 0.9 | c = 0

10669) a = 3 | b = 1.5 | c = -9

10670) a = 3 | b = 1.5 | c = -4.5

10671) a = 3 | b = 1.5 | c = -1.5

10672) a = 3 | b = 1.5 | c = 0

10673) a = 3 | b = 1.8 | c = 0

10674) a = 3 | b = 2.1 | c = -7.8

10675) a = 3 | b = 2.1 | c = -5.1

10676) a = 3 | b = 2.1 | c = -0.9

10677) a = 3 | b = 2.4 | c = -5.4

10678) a = 3 | b = 2.7 | c = 0

10679) a = 3 | b = 3 | c = -6

10680) a = 3 | b = 3 | c = 0

10681) a = 3 | b = 3.6 | c = 0

10682) a = 3 | b = 3.9 | c = -9

10683) a = 3 | b = 3.9 | c = 0

10684) a = 3 | b = 4.2 | c = -3.6

10685) a = 3 | b = 4.5 | c = -7.5

10686) a = 3 | b = 4.5 | c = -3

10687) a = 3 | b = 4.5 | c = 0

10688) a = 3 | b = 4.5 | c = 1.5

10689) a = 3 | b = 5.1 | c = 0

10690) a = 3 | b = 5.4 | c = 0

10691) a = 3 | b = 6 | c = -9

10692) a = 3 | b = 6 | c = 0

10693) a = 3 | b = 6 | c = 3

10694) a = 3 | b = 6.3 | c = 0

10695) a = 3 | b = 7.2 | c = 0

10696) a = 3 | b = 7.5 | c = -4.5

10697) a = 3 | b = 7.5 | c = 0

10698) a = 3 | b = 7.5 | c = 3

10699) a = 3 | b = 7.5 | c = 4.5

10700) a = 3 | b = 7.8 | c = 0

10701) a = 3 | b = 8.7 | c = -5.1

10702) a = 3 | b = 8.7 | c = 0

10703) a = 3 | b = 9 | c = 0

10704) a = 3 | b = 9 | c = 6

10705) a = 3.1 | b = -6.2 | c = 0

10706) a = 3.1 | b = -6.2 | c = 3.1

10707) a = 3.1 | b = -3.1 | c = 0

10708) a = 3.1 | b = 0 | c = -3.1

10709) a = 3.1 | b = 0 | c = 0

10710) a = 3.1 | b = 3.1 | c = 0

10711) a = 3.1 | b = 6.2 | c = 0

10712) a = 3.1 | b = 6.2 | c = 3.1

10713) a = 3.2 | b = -8.8 | c = 0

10714) a = 3.2 | b = -8 | c = 0

10715) a = 3.2 | b = -8 | c = 5

10716) a = 3.2 | b = -7.2 | c = -4.4

10717) a = 3.2 | b = -7.2 | c = 0

10718) a = 3.2 | b = -6.4 | c = 0

10719) a = 3.2 | b = -6.4 | c = 3.2

10720) a = 3.2 | b = -5.6 | c = -8.8

10721) a = 3.2 | b = -4.8 | c = -3.2

10722) a = 3.2 | b = -4 | c = -7.2

10723) a = 3.2 | b = -4 | c = 0

10724) a = 3.2 | b = -3.2 | c = 0

10725) a = 3.2 | b = -3.2 | c = 0.8

10726) a = 3.2 | b = -2.4 | c = -8

10727) a = 3.2 | b = -2.4 | c = -5.6

10728) a = 3.2 | b = -2.4 | c = -0.8

10729) a = 3.2 | b = -1.6 | c = 0

10730) a = 3.2 | b = -1.6 | c = 0.2

10731) a = 3.2 | b = -0.8 | c = -4

10732) a = 3.2 | b = -0.8 | c = 0

10733) a = 3.2 | b = 0 | c = -5

10734) a = 3.2 | b = 0 | c = -3.2

10735) a = 3.2 | b = 0 | c = -0.8

10736) a = 3.2 | b = 0 | c = -0.2

10737) a = 3.2 | b = 0 | c = 0

10738) a = 3.2 | b = 0.8 | c = -4

10739) a = 3.2 | b = 0.8 | c = 0

10740) a = 3.2 | b = 1.6 | c = 0

10741) a = 3.2 | b = 1.6 | c = 0.2

10742) a = 3.2 | b = 2.4 | c = -8

10743) a = 3.2 | b = 2.4 | c = -5.6

10744) a = 3.2 | b = 2.4 | c = -0.8

10745) a = 3.2 | b = 3.2 | c = 0

10746) a = 3.2 | b = 3.2 | c = 0.8

10747) a = 3.2 | b = 4 | c = -7.2

10748) a = 3.2 | b = 4 | c = 0

10749) a = 3.2 | b = 4.8 | c = -3.2

10750) a = 3.2 | b = 5.6 | c = -8.8

10751) a = 3.2 | b = 6.4 | c = 0

10752) a = 3.2 | b = 6.4 | c = 3.2

10753) a = 3.2 | b = 7.2 | c = -4.4

10754) a = 3.2 | b = 7.2 | c = 0

10755) a = 3.2 | b = 8 | c = 0

10756) a = 3.2 | b = 8 | c = 5

10757) a = 3.2 | b = 8.8 | c = 0

10758) a = 3.3 | b = -6.6 | c = 0

10759) a = 3.3 | b = -6.6 | c = 3.3

10760) a = 3.3 | b = -3.3 | c = 0

10761) a = 3.3 | b = 0 | c = -3.3

10762) a = 3.3 | b = 0 | c = 0

10763) a = 3.3 | b = 3.3 | c = 0

10764) a = 3.3 | b = 6.6 | c = 0

10765) a = 3.3 | b = 6.6 | c = 3.3

10766) a = 3.4 | b = -8.5 | c = 0

10767) a = 3.4 | b = -6.8 | c = 0

10768) a = 3.4 | b = -6.8 | c = 3.4

10769) a = 3.4 | b = -5.1 | c = 0

10770) a = 3.4 | b = -3.4 | c = 0

10771) a = 3.4 | b = -1.7 | c = -5.1

10772) a = 3.4 | b = -1.7 | c = 0

10773) a = 3.4 | b = 0 | c = -3.4

10774) a = 3.4 | b = 0 | c = 0

10775) a = 3.4 | b = 1.7 | c = -5.1

10776) a = 3.4 | b = 1.7 | c = 0

10777) a = 3.4 | b = 3.4 | c = 0

10778) a = 3.4 | b = 5.1 | c = 0

10779) a = 3.4 | b = 6.8 | c = 0

10780) a = 3.4 | b = 6.8 | c = 3.4

10781) a = 3.4 | b = 8.5 | c = 0

10782) a = 3.5 | b = -8.4 | c = 0

10783) a = 3.5 | b = -7.7 | c = -8.4

10784) a = 3.5 | b = -7.7 | c = 0

10785) a = 3.5 | b = -7 | c = 0

10786) a = 3.5 | b = -7 | c = 3.5

10787) a = 3.5 | b = -6.3 | c = 0

10788) a = 3.5 | b = -4.9 | c = -8.4

10789) a = 3.5 | b = -4.2 | c = 0

10790) a = 3.5 | b = -3.5 | c = -7

10791) a = 3.5 | b = -3.5 | c = 0

10792) a = 3.5 | b = -2.1 | c = 0

10793) a = 3.5 | b = -0.7 | c = -4.2

10794) a = 3.5 | b = 0 | c = -3.5

10795) a = 3.5 | b = 0 | c = 0

10796) a = 3.5 | b = 0.7 | c = -4.2

10797) a = 3.5 | b = 2.1 | c = 0

10798) a = 3.5 | b = 3.5 | c = -7

10799) a = 3.5 | b = 3.5 | c = 0

10800) a = 3.5 | b = 4.2 | c = 0

10801) a = 3.5 | b = 4.9 | c = -8.4

10802) a = 3.5 | b = 6.3 | c = 0

10803) a = 3.5 | b = 7 | c = 0

10804) a = 3.5 | b = 7 | c = 3.5

10805) a = 3.5 | b = 7.7 | c = -8.4

10806) a = 3.5 | b = 7.7 | c = 0

10807) a = 3.5 | b = 8.4 | c = 0

10808) a = 3.6 | b = -9 | c = 0

10809) a = 3.6 | b = -8.1 | c = -8.1

10810) a = 3.6 | b = -8.1 | c = 0

10811) a = 3.6 | b = -7.2 | c = 0

10812) a = 3.6 | b = -7.2 | c = 2.7

10813) a = 3.6 | b = -7.2 | c = 3.6

10814) a = 3.6 | b = -6.3 | c = 0

10815) a = 3.6 | b = -5.4 | c = 0

10816) a = 3.6 | b = -4.5 | c = -5.4

10817) a = 3.6 | b = -4.5 | c = 0

10818) a = 3.6 | b = -3.6 | c = -2.7

10819) a = 3.6 | b = -3.6 | c = 0

10820) a = 3.6 | b = -3.6 | c = 0.9

10821) a = 3.6 | b = -2.7 | c = 0

10822) a = 3.6 | b = -1.8 | c = -5.4

10823) a = 3.6 | b = -1.8 | c = 0

10824) a = 3.6 | b = -0.9 | c = 0

10825) a = 3.6 | b = 0 | c = -8.1

10826) a = 3.6 | b = 0 | c = -3.6

10827) a = 3.6 | b = 0 | c = -0.9

10828) a = 3.6 | b = 0 | c = 0

10829) a = 3.6 | b = 0.9 | c = 0

10830) a = 3.6 | b = 1.8 | c = -5.4

10831) a = 3.6 | b = 1.8 | c = 0

10832) a = 3.6 | b = 2.7 | c = 0

10833) a = 3.6 | b = 3.6 | c = -2.7

10834) a = 3.6 | b = 3.6 | c = 0

10835) a = 3.6 | b = 3.6 | c = 0.9

10836) a = 3.6 | b = 4.5 | c = -5.4

10837) a = 3.6 | b = 4.5 | c = 0

10838) a = 3.6 | b = 5.4 | c = 0

10839) a = 3.6 | b = 6.3 | c = 0

10840) a = 3.6 | b = 7.2 | c = 0

10841) a = 3.6 | b = 7.2 | c = 2.7

10842) a = 3.6 | b = 7.2 | c = 3.6

10843) a = 3.6 | b = 8.1 | c = -8.1

10844) a = 3.6 | b = 8.1 | c = 0

10845) a = 3.6 | b = 9 | c = 0

10846) a = 3.7 | b = -7.4 | c = 0

10847) a = 3.7 | b = -7.4 | c = 3.7

10848) a = 3.7 | b = -3.7 | c = 0

10849) a = 3.7 | b = 0 | c = -3.7

10850) a = 3.7 | b = 0 | c = 0

10851) a = 3.7 | b = 3.7 | c = 0

10852) a = 3.7 | b = 7.4 | c = 0

10853) a = 3.7 | b = 7.4 | c = 3.7

10854) a = 3.8 | b = -7.6 | c = 0

10855) a = 3.8 | b = -7.6 | c = 3.8

10856) a = 3.8 | b = -5.7 | c = -3.8

10857) a = 3.8 | b = -3.8 | c = 0

10858) a = 3.8 | b = -1.9 | c = 0

10859) a = 3.8 | b = 0 | c = -3.8

10860) a = 3.8 | b = 0 | c = 0

10861) a = 3.8 | b = 1.9 | c = 0

10862) a = 3.8 | b = 3.8 | c = 0

10863) a = 3.8 | b = 5.7 | c = -3.8

10864) a = 3.8 | b = 7.6 | c = 0

10865) a = 3.8 | b = 7.6 | c = 3.8

10866) a = 3.9 | b = -7.8 | c = 0

10867) a = 3.9 | b = -7.8 | c = 3.9

10868) a = 3.9 | b = -3.9 | c = 0

10869) a = 3.9 | b = 0 | c = -3.9

10870) a = 3.9 | b = 0 | c = 0

10871) a = 3.9 | b = 3.9 | c = 0

10872) a = 3.9 | b = 7.8 | c = 0

10873) a = 3.9 | b = 7.8 | c = 3.9

10874) a = 4 | b = -9 | c = -9

10875) a = 4 | b = -9 | c = -5.5

10876) a = 4 | b = -9 | c = -2.5

10877) a = 4 | b = -9 | c = 0

10878) a = 4 | b = -9 | c = 2

10879) a = 4 | b = -9 | c = 3.5

10880) a = 4 | b = -9 | c = 4.5

10881) a = 4 | b = -9 | c = 5

10882) a = 4 | b = -8.8 | c = -5.4

10883) a = 4 | b = -8.8 | c = 0

10884) a = 4 | b = -8.6 | c = -8.7

10885) a = 4 | b = -8.6 | c = -5.3

10886) a = 4 | b = -8.6 | c = -2.4

10887) a = 4 | b = -8.6 | c = 0

10888) a = 4 | b = -8.6 | c = 1.9

10889) a = 4 | b = -8.6 | c = 3.3

10890) a = 4 | b = -8.4 | c = -5.2

10891) a = 4 | b = -8.4 | c = 0

10892) a = 4 | b = -8.4 | c = 3.2

10893) a = 4 | b = -8.2 | c = -8.4

10894) a = 4 | b = -8.2 | c = -5.1

10895) a = 4 | b = -8.2 | c = -2.3

10896) a = 4 | b = -8.2 | c = 0

10897) a = 4 | b = -8 | c = -5

10898) a = 4 | b = -8 | c = 0

10899) a = 4 | b = -8 | c = 3

10900) a = 4 | b = -8 | c = 4

10901) a = 4 | b = -7.8 | c = 0

10902) a = 4 | b = -7.8 | c = 1.7

10903) a = 4 | b = -7.8 | c = 2.9

10904) a = 4 | b = -7.6 | c = -4.8

10905) a = 4 | b = -7.6 | c = 0

10906) a = 4 | b = -7.4 | c = -7.8

10907) a = 4 | b = -7.4 | c = -4.7

10908) a = 4 | b = -7.4 | c = -2.1

10909) a = 4 | b = -7.4 | c = 0

10910) a = 4 | b = -7.4 | c = 1.6

10911) a = 4 | b = -7.2 | c = 0

10912) a = 4 | b = -7.2 | c = 2.6

10913) a = 4 | b = -7 | c = -7.5

10914) a = 4 | b = -7 | c = -4.5

10915) a = 4 | b = -7 | c = -2

10916) a = 4 | b = -7 | c = 0

10917) a = 4 | b = -7 | c = 1.5

10918) a = 4 | b = -7 | c = 2.5

10919) a = 4 | b = -7 | c = 3

10920) a = 4 | b = -6.8 | c = 0

10921) a = 4 | b = -6.6 | c = -7.2

10922) a = 4 | b = -6.6 | c = -4.3

10923) a = 4 | b = -6.6 | c = -1.9

10924) a = 4 | b = -6.6 | c = 0

10925) a = 4 | b = -6.6 | c = 1.4

10926) a = 4 | b = -6.4 | c = -4.2

10927) a = 4 | b = -6.4 | c = 0

10928) a = 4 | b = -6.2 | c = 0

10929) a = 4 | b = -6.2 | c = 1.3

10930) a = 4 | b = -6 | c = -4

10931) a = 4 | b = -6 | c = 0

10932) a = 4 | b = -6 | c = 2

10933) a = 4 | b = -5.8 | c = -1.7

10934) a = 4 | b = -5.8 | c = 0

10935) a = 4 | b = -5.6 | c = -3.8

10936) a = 4 | b = -5.6 | c = 0

10937) a = 4 | b = -5.4 | c = -6.3

10938) a = 4 | b = -5.4 | c = -3.7

10939) a = 4 | b = -5.4 | c = -1.6

10940) a = 4 | b = -5.4 | c = 0

10941) a = 4 | b = -5.2 | c = 0

10942) a = 4 | b = -5 | c = -9

10943) a = 4 | b = -5 | c = -6

10944) a = 4 | b = -5 | c = -3.5

10945) a = 4 | b = -5 | c = -1.5

10946) a = 4 | b = -5 | c = 0

10947) a = 4 | b = -5 | c = 1

10948) a = 4 | b = -5 | c = 1.5

10949) a = 4 | b = -4.8 | c = -8.8

10950) a = 4 | b = -4.8 | c = 0

10951) a = 4 | b = -4.6 | c = -8.6

10952) a = 4 | b = -4.6 | c = -5.7

10953) a = 4 | b = -4.6 | c = -3.3

10954) a = 4 | b = -4.6 | c = -1.4

10955) a = 4 | b = -4.6 | c = 0

10956) a = 4 | b = -4.4 | c = -8.4

10957) a = 4 | b = -4.4 | c = -3.2

10958) a = 4 | b = -4.4 | c = 0

10959) a = 4 | b = -4.2 | c = -1.3

10960) a = 4 | b = -4.2 | c = 0

10961) a = 4 | b = -4.2 | c = 0.8

10962) a = 4 | b = -4 | c = -8

10963) a = 4 | b = -4 | c = -3

10964) a = 4 | b = -4 | c = 0

10965) a = 4 | b = -4 | c = 1

10966) a = 4 | b = -3.8 | c = -2.9

10967) a = 4 | b = -3.8 | c = -1.2

10968) a = 4 | b = -3.8 | c = 0

10969) a = 4 | b = -3.6 | c = -8.8

10970) a = 4 | b = -3.6 | c = -7.6

10971) a = 4 | b = -3.6 | c = 0

10972) a = 4 | b = -3.4 | c = -7.4

10973) a = 4 | b = -3.4 | c = -4.8

10974) a = 4 | b = -3.4 | c = -2.7

10975) a = 4 | b = -3.4 | c = 0

10976) a = 4 | b = -3.2 | c = -2.6

10977) a = 4 | b = -3.2 | c = 0

10978) a = 4 | b = -3 | c = -7

10979) a = 4 | b = -3 | c = -4.5

10980) a = 4 | b = -3 | c = -2.5

10981) a = 4 | b = -3 | c = -1

10982) a = 4 | b = -3 | c = 0

10983) a = 4 | b = -3 | c = 0.5

10984) a = 4 | b = -2.8 | c = -2.4

10985) a = 4 | b = -2.8 | c = 0

10986) a = 4 | b = -2.6 | c = -7.7

10987) a = 4 | b = -2.6 | c = -6.6

10988) a = 4 | b = -2.6 | c = -4.2

10989) a = 4 | b = -2.6 | c = 0

10990) a = 4 | b = -2.4 | c = -6.4

10991) a = 4 | b = -2.4 | c = -2.2

10992) a = 4 | b = -2.4 | c = 0

10993) a = 4 | b = -2.2 | c = -3.5

10994) a = 4 | b = -2.2 | c = -2.1

10995) a = 4 | b = -2.2 | c = -0.8

10996) a = 4 | b = -2.2 | c = 0

10997) a = 4 | b = -2 | c = -6

10998) a = 4 | b = -2 | c = -2

10999) a = 4 | b = -2 | c = 0

11000) a = 4 | b = -1.8 | c = -3.6

11001) a = 4 | b = -1.8 | c = -2.2

11002) a = 4 | b = -1.8 | c = -1.9

11003) a = 4 | b = -1.8 | c = 0

11004) a = 4 | b = -1.6 | c = -6.6

11005) a = 4 | b = -1.6 | c = -5.6

11006) a = 4 | b = -1.6 | c = 0

11007) a = 4 | b = -1.4 | c = -8

11008) a = 4 | b = -1.4 | c = -6.9

11009) a = 4 | b = -1.4 | c = -5.4

11010) a = 4 | b = -1.4 | c = -0.6

11011) a = 4 | b = -1.4 | c = 0

11012) a = 4 | b = -1.2 | c = -2.8

11013) a = 4 | b = -1.2 | c = -1.6

11014) a = 4 | b = -1.2 | c = 0

11015) a = 4 | b = -1 | c = -7.5

11016) a = 4 | b = -1 | c = -5

11017) a = 4 | b = -1 | c = -3

11018) a = 4 | b = -1 | c = -1.5

11019) a = 4 | b = -1 | c = -0.5

11020) a = 4 | b = -1 | c = 0

11021) a = 4 | b = -0.8 | c = -3.2

11022) a = 4 | b = -0.8 | c = -1.4

11023) a = 4 | b = -0.8 | c = 0

11024) a = 4 | b = -0.6 | c = -8.1

11025) a = 4 | b = -0.6 | c = -7

11026) a = 4 | b = -0.6 | c = -5.5

11027) a = 4 | b = -0.6 | c = -4.6

11028) a = 4 | b = -0.6 | c = -0.7

11029) a = 4 | b = -0.6 | c = -0.4

11030) a = 4 | b = -0.6 | c = 0

11031) a = 4 | b = -0.4 | c = -8.4

11032) a = 4 | b = -0.4 | c = -4.4

11033) a = 4 | b = -0.4 | c = -0.8

11034) a = 4 | b = -0.4 | c = 0

11035) a = 4 | b = -0.2 | c = -3.8

11036) a = 4 | b = -0.2 | c = -2.4

11037) a = 4 | b = -0.2 | c = -2.1

11038) a = 4 | b = -0.2 | c = -1.1

11039) a = 4 | b = -0.2 | c = -0.2

11040) a = 4 | b = -0.2 | c = 0

11041) a = 4 | b = 0 | c = -9

11042) a = 4 | b = 0 | c = -4

11043) a = 4 | b = 0 | c = -1

11044) a = 4 | b = 0 | c = 0

11045) a = 4 | b = 0.2 | c = -3.8

11046) a = 4 | b = 0.2 | c = -2.4

11047) a = 4 | b = 0.2 | c = -2.1

11048) a = 4 | b = 0.2 | c = -1.1

11049) a = 4 | b = 0.2 | c = -0.2

11050) a = 4 | b = 0.2 | c = 0

11051) a = 4 | b = 0.4 | c = -8.4

11052) a = 4 | b = 0.4 | c = -4.4

11053) a = 4 | b = 0.4 | c = -0.8

11054) a = 4 | b = 0.4 | c = 0

11055) a = 4 | b = 0.6 | c = -8.1

11056) a = 4 | b = 0.6 | c = -7

11057) a = 4 | b = 0.6 | c = -5.5

11058) a = 4 | b = 0.6 | c = -4.6

11059) a = 4 | b = 0.6 | c = -0.7

11060) a = 4 | b = 0.6 | c = -0.4

11061) a = 4 | b = 0.6 | c = 0

11062) a = 4 | b = 0.8 | c = -3.2

11063) a = 4 | b = 0.8 | c = -1.4

11064) a = 4 | b = 0.8 | c = 0

11065) a = 4 | b = 1 | c = -7.5

11066) a = 4 | b = 1 | c = -5

11067) a = 4 | b = 1 | c = -3

11068) a = 4 | b = 1 | c = -1.5

11069) a = 4 | b = 1 | c = -0.5

11070) a = 4 | b = 1 | c = 0

11071) a = 4 | b = 1.2 | c = -2.8

11072) a = 4 | b = 1.2 | c = -1.6

11073) a = 4 | b = 1.2 | c = 0

11074) a = 4 | b = 1.4 | c = -8

11075) a = 4 | b = 1.4 | c = -6.9

11076) a = 4 | b = 1.4 | c = -5.4

11077) a = 4 | b = 1.4 | c = -0.6

11078) a = 4 | b = 1.4 | c = 0

11079) a = 4 | b = 1.6 | c = -6.6

11080) a = 4 | b = 1.6 | c = -5.6

11081) a = 4 | b = 1.6 | c = 0

11082) a = 4 | b = 1.8 | c = -3.6

11083) a = 4 | b = 1.8 | c = -2.2

11084) a = 4 | b = 1.8 | c = -1.9

11085) a = 4 | b = 1.8 | c = 0

11086) a = 4 | b = 2 | c = -6

11087) a = 4 | b = 2 | c = -2

11088) a = 4 | b = 2 | c = 0

11089) a = 4 | b = 2.2 | c = -3.5

11090) a = 4 | b = 2.2 | c = -2.1

11091) a = 4 | b = 2.2 | c = -0.8

11092) a = 4 | b = 2.2 | c = 0

11093) a = 4 | b = 2.4 | c = -6.4

11094) a = 4 | b = 2.4 | c = -2.2

11095) a = 4 | b = 2.4 | c = 0

11096) a = 4 | b = 2.6 | c = -7.7

11097) a = 4 | b = 2.6 | c = -6.6

11098) a = 4 | b = 2.6 | c = -4.2

11099) a = 4 | b = 2.6 | c = 0

11100) a = 4 | b = 2.8 | c = -2.4

11101) a = 4 | b = 2.8 | c = 0

11102) a = 4 | b = 3 | c = -7

11103) a = 4 | b = 3 | c = -4.5

11104) a = 4 | b = 3 | c = -2.5

11105) a = 4 | b = 3 | c = -1

11106) a = 4 | b = 3 | c = 0

11107) a = 4 | b = 3 | c = 0.5

11108) a = 4 | b = 3.2 | c = -2.6

11109) a = 4 | b = 3.2 | c = 0

11110) a = 4 | b = 3.4 | c = -7.4

11111) a = 4 | b = 3.4 | c = -4.8

11112) a = 4 | b = 3.4 | c = -2.7

